pinyin	phoneme	syll	syll_n	letter_n	sound_n	
ya4bo2la1han3	ya4bo2la1han3	['ya', 'bo', 'la', 'han']	4	9	9	
de	de	['de']	1	2	2	
hou4yi4	h#4yi4	['hou', 'yi']	2	5	4	
da4wei4	da4w#4	['da', 'wei']	2	5	4	
zi3sun1	zi3swən1	['zi', 'sun']	2	5	6	
ye1su1	ye1su1	['ye', 'su']	2	4	4	
ji1du1	ji1du1	['ji', 'du']	2	4	4	
jia1pu3	jia1pu3	['jia', 'pu']	2	5	5	
yuan2wen2	ɥæn2wen2	['yuan', 'wen']	2	7	6	
dou1	d#1	['dou']	1	3	2	
zuo4	zuo4	['zuo']	1	3	3	
er2zi	er2zi	['er', 'zi']	2	4	4	
xia4	xia4	['xia']	1	3	3	
tong2	toŋ2	['tong']	1	4	3	
sheng1	$eŋ1	['sheng']	1	5	3	
yi3sa1	yi3sa1	['yi', 'sa']	2	4	4	
ya3ge4	ya3ge4	['ya', 'ge']	2	4	4	
you2da4	y#2da4	['you', 'da']	2	5	4	
he2	he2	['he']	1	2	2	
ta1de	ta1de	['ta', 'de']	2	4	4	
di4xiong1	di4xioŋ1	['di', 'xiong']	2	7	6	
cong2	coŋ2	['cong']	1	4	3	
ta1ma3	ta1ma3	['ta', 'ma']	2	4	4	
shi4	$i4	['shi']	1	3	2	
fa3lei1si1	fa3l#1si1	['fa', 'lei', 'si']	3	7	6	
xie4la1	xie4la1	['xie', 'la']	2	5	5	
xi1si1lun2	xi1si1lwən2	['xi', 'si', 'lun']	3	7	8	
ya4lan2	ya4lan2	['ya', 'lan']	2	5	5	
ya4mi3na2da2	ya4mi3na2da2	['ya', 'mi', 'na', 'da']	4	8	8	
na2shun4	na2$wən4	['na', 'shun']	2	6	6	
sa1men2	sa1men2	['sa', 'men']	2	5	5	
la3he2	la3he2	['la', 'he']	2	4	4	
bo0e1si1	bo0e1si1	['bo', 'e', 'si']	3	5	5	
lu4de2	lu4de2	['lu', 'de']	2	4	4	
e2bei4de2	e2b#4de2	['e', 'bei', 'de']	3	6	5	
ye1xi1	ye1xi1	['ye', 'xi']	2	4	4	
wang2	waŋ2	['wang']	1	4	3	
wu1li4ya4	wu1li4ya4	['wu', 'li', 'ya']	3	6	6	
qi1zi	qi1zi	['qi', 'zi']	2	4	4	
suo3luo2men2	suo3luo2men2	['suo', 'luo', 'men']	3	9	9	
luo2bo1an1	luo2bo1an1	['luo', 'bo', 'an']	3	7	7	
ya4bi3ya3	ya4bi3ya3	['ya', 'bi', 'ya']	3	6	6	
ya4sa1	ya4sa1	['ya', 'sa']	2	4	4	
yue1sha1fa3	ɥe1$a1fa3	['yue', 'sha', 'fa']	3	8	6	
yue1lan2	ɥe1lan2	['yue', 'lan']	2	6	5	
wu1xi1ya4	wu1xi1ya4	['wu', 'xi', 'ya']	3	6	6	
yue1tan3	ɥe1tan3	['yue', 'tan']	2	6	5	
ya4ha1si1	ya4ha1si1	['ya', 'ha', 'si']	3	6	6	
xi1xi1jia1	xi1xi1jia1	['xi', 'xi', 'jia']	3	7	7	
ma3na2xi1	ma3na2xi1	['ma', 'na', 'xi']	3	6	6	
ya4men2	ya4men2	['ya', 'men']	2	5	5	
yue1xi1ya4	ɥe1xi1ya4	['yue', 'xi', 'ya']	3	7	6	
bai3xing4	b#3xjəŋ4	['bai', 'xing']	2	7	6	
bei4	b#4	['bei']	1	3	2	
qia1	qia1	['qia']	1	3	3	
dao4	d#4	['dao']	1	3	2	
ba1bi3lun2	ba1bi3lwən2	['ba', 'bi', 'lun']	3	7	8	
shi2hou	$i2h#	['shi', 'hou']	2	6	4	
ye1ge1ni2ya3	ye1ge1ni2ya3	['ye', 'ge', 'ni', 'ya']	4	8	8	
zhi1	$i1	['zhi']	1	3	2	
hou4	h#4	['hou']	1	3	2	
sa3la1tie3	sa3la1tie3	['sa', 'la', 'tie']	3	7	7	
suo3luo2ba1bo2	suo3luo2ba1bo2	['suo', 'luo', 'ba', 'bo']	4	10	10	
ya4bi3yu4	ya4bi3yu4	['ya', 'bi', 'yu']	3	6	6	
yi3li4ya4jing4	yi3li4ya4jjəŋ4	['yi', 'li', 'ya', 'jing']	4	10	10	
ya4suo3	ya4suo3	['ya', 'suo']	2	5	5	
sa1du1	sa1du1	['sa', 'du']	2	4	4	
ya4jin1	ya4jin1	['ya', 'jin']	2	5	5	
yi3lv4	yi3lv4	['yi', 'lv']	2	4	4	
yi3li4ya4sa1	yi3li4ya4sa1	['yi', 'li', 'ya', 'sa']	4	8	8	
ma3dan4	ma3dan4	['ma', 'dan']	2	5	5	
yue1se4	ɥe1se4	['yue', 'se']	2	5	4	
jiu4	jiu4	['jiu']	1	3	3	
ma3li4ya4	ma3li4ya4	['ma', 'li', 'ya']	3	6	6	
zhang4fu	$aŋ4fu	['zhang', 'fu']	2	7	5	
na4	na4	['na']	1	2	2	
cheng1wei4	$eŋ1w#4	['cheng', 'wei']	2	8	5	
zhe4yang4	$e4yaŋ4	['zhe', 'yang']	2	7	5	
gong4	goŋ4	['gong']	1	4	3	
you3	y#3	['you']	1	3	2	
shi2	$i2	['shi']	1	3	2	
si4	si4	['si']	1	2	2	
dai4	d#4	['dai']	1	3	2	
zhi4	$i4	['zhi']	1	3	2	
ye3	ye3	['ye']	1	2	2	
you4	y#4	['you']	1	3	2	
jiang4sheng1	jiaŋ4$eŋ1	['jiang', 'sheng']	2	10	7	
ji4	ji4	['ji']	1	2	2	
zai4	z#4	['zai']	1	3	2	
xia4mian4	xia4mian4	['xia', 'mian']	2	7	7	
ta1	ta1	['ta']	1	2	2	
mu3qin	mu3qin	['mu', 'qin']	2	5	5	
yi3jing	yi3jjəŋ	['yi', 'jing']	2	6	6	
xu3pei4	xu3p#4	['xu', 'pei']	2	5	4	
le	le	['le']	1	2	2	
hai2	h#2	['hai']	1	3	2	
mei2you3	m#2y#3	['mei', 'you']	2	6	4	
ying2	yiŋ2	['ying']	1	4	3	
qu3	qu3	['qu']	1	2	2	
sheng4ling2	$eŋ4ljəŋ2	['sheng', 'ling']	2	9	7	
huai2	hu#2	['huai']	1	4	3	
yun4	yun4	['yun']	1	3	3	
ge	ge	['ge']	1	2	2	
yi4	yi4	['yi']	1	2	2	
ren2	ren2	['ren']	1	3	3	
bu2	bu2	['bu']	1	2	2	
yuan4yi4	ɥæn4yi4	['yuan', 'yi']	2	6	5	
ming2	mjəŋ2	['ming']	1	4	4	
xiu1ru3	xiu1ru3	['xiu', 'ru']	2	5	5	
xiang3	xiaŋ3	['xiang']	1	5	4	
an4an4	an4an4	['an', 'an']	2	4	4	
ba3	ba3	['ba']	1	2	2	
xiu1	xiu1	['xiu']	1	3	3	
zheng4	$eŋ4	['zheng']	1	5	3	
si1nian4	si1nian4	['si', 'nian']	2	6	6	
zhe4	$e4	['zhe']	1	3	2	
zhu3	$u3	['zhu']	1	3	2	
shi3zhe3	$i3$e3	['shi', 'zhe']	2	6	4	
xiang4	xiaŋ4	['xiang']	1	5	4	
meng4	meŋ4	['meng']	1	4	3	
zhong1	$oŋ1	['zhong']	1	5	3	
xian3xian4	xian3xian4	['xian', 'xian']	2	8	8	
shuo1	$uo1	['shuo']	1	4	3	
bu2yao4	bu2y#4	['bu', 'yao']	2	5	4	
pa4	pa4	['pa']	1	2	2	
zhi3guan3	$i3guan3	['zhi', 'guan']	2	7	6	
guo1	guo1	['guo']	1	3	3	
ni3de	ni3de	['ni', 'de']	2	4	4	
lai2	l#2	['lai']	1	3	2	
yin1	yin1	['yin']	1	3	3	
suo3	suo3	['suo']	1	3	3	
jiang1yao4	jiaŋ1y#4	['jiang', 'yao']	2	8	6	
yi1	yi1	['yi']	1	2	2	
ni3	ni3	['ni']	1	2	2	
yao4	y#4	['yao']	1	3	2	
gei3	g#3	['gei']	1	3	2	
qi3ming2	qi3mjəŋ2	['qi', 'ming']	2	6	6	
jiao4	ji#4	['jiao']	1	4	3	
jiang1	jiaŋ1	['jiang']	1	5	4	
zi4ji3	zi4ji3	['zi', 'ji']	2	4	4	
zui4e4	zui4e4	['zui', 'e']	2	4	4	
li3	li3	['li']	1	2	2	
chu1lai	$u1l#	['chu', 'lai']	2	6	4	
yi1qie4	yi1qie4	['yi', 'qie']	2	5	5	
cheng2jiu4	$eŋ2jiu4	['cheng', 'jiu']	2	8	6	
ying4yan4	yiŋ4yan4	['ying', 'yan']	2	7	6	
jie4	jie4	['jie']	1	3	3	
xian1zhi1	xian1$i1	['xian', 'zhi']	2	7	6	
hua4	hua4	['hua']	1	3	3	
bi4	bi4	['bi']	1	2	2	
tong2nv3	toŋ2nv3	['tong', 'nv']	2	6	5	
huai2yun4	hu#2yun4	['huai', 'yun']	2	7	6	
zi3	zi3	['zi']	1	2	2	
cheng1	$eŋ1	['cheng']	1	5	3	
wei2	w#2	['wei']	1	3	2	
yi3ma3nei4li4	yi3ma3n#4li4	['yi', 'ma', 'nei', 'li']	4	9	8	
fan1	fan1	['fan']	1	3	3	
shen2	$en2	['shen']	1	4	3	
yu3	yu3	['yu']	1	2	2	
wo3men	wo3men	['wo', 'men']	2	5	5	
xing3	xjəŋ3	['xing']	1	4	4	
qi3lai	qi3l#	['qi', 'lai']	2	5	4	
zun1	zwən1	['zun']	1	3	4	
zhe	$e	['zhe']	1	3	2	
fen1fu	fen1fu	['fen', 'fu']	2	5	5	
guo	guo	['guo']	1	3	3	
zhi3shi4	$i3$i4	['zhi', 'shi']	2	6	4	
tong2fang2	toŋ2faŋ2	['tong', 'fang']	2	8	6	
deng3	deŋ3	['deng']	1	4	3	
gu3	gu3	['gu']	1	2	2	
juan4	juan4	['juan']	1	4	4	
tou2tai1	t#2t#1	['tou', 'tai']	2	6	4	
dang1	daŋ1	['dang']	1	4	3	
xi1lv4	xi1lv4	['xi', 'lv']	2	4	4	
you2tai4	y#2t#4	['you', 'tai']	2	6	4	
bo2li4heng2	bo2li4heŋ2	['bo', 'li', 'heng']	3	8	7	
ji3	ji3	['ji']	1	2	2	
bo2shi4	bo2$i4	['bo', 'shi']	2	5	4	
dong1fang1	doŋ1faŋ1	['dong', 'fang']	2	8	6	
ye1lu4sa3leng3	ye1lu4sa3leŋ3	['ye', 'lu', 'sa', 'leng']	4	10	9	
na4li	na4li	['na', 'li']	2	4	4	
kan4jian	kan4jian	['kan', 'jian']	2	7	7	
xing1	xjəŋ1	['xing']	1	4	4	
te4	te4	['te']	1	2	2	
bai4	b#4	['bai']	1	3	2	
ting1jian	tjəŋ1jian	['ting', 'jian']	2	8	8	
xin1li	xin1li	['xin', 'li']	2	5	5	
bu4	bu4	['bu']	1	2	2	
an1	an1	['an']	1	2	2	
cheng2	$eŋ2	['cheng']	1	5	3	
zhao4	$#4	['zhao']	1	4	2	
ji4si1zhang3	ji4si1$aŋ3	['ji', 'si', 'zhang']	3	9	7	
min2jian1	min2jian1	['min', 'jian']	2	7	7	
wen2shi4	wen2$i4	['wen', 'shi']	2	6	5	
wen4	wen4	['wen']	1	3	3	
ta1men	ta1men	['ta', 'men']	2	5	5	
he2chu	he2$u	['he', 'chu']	2	5	4	
hui2da2	hui2da2	['hui', 'da']	2	5	5	
yin1wei	yin1w#	['yin', 'wei']	2	6	5	
di4	di4	['di']	1	2	2	
a	a	['a']	1	1	1	
zhu1	$u1	['zhu']	1	3	2	
bing4	bjəŋ4	['bing']	1	4	4	
zui4	zui4	['zui']	1	3	3	
xiao3	xi#3	['xiao']	1	4	3	
jiang1lai2	jiaŋ1l#2	['jiang', 'lai']	2	8	6	
wei4	w#4	['wei']	1	3	2	
jun1wang2	jun1waŋ2	['jun', 'wang']	2	7	6	
mu4	mu4	['mu']	1	2	2	
yang3	yaŋ3	['yang']	1	4	3	
wo3	wo3	['wo']	1	2	2	
yi3se4lie4	yi3se4lie4	['yi', 'se', 'lie']	3	7	7	
min2	min2	['min']	1	3	3	
dang1xia4	daŋ1xia4	['dang', 'xia']	2	7	6	
a4nan4	a4nan4	['a', 'nan']	2	4	4	
xi4	xi4	['xi']	1	2	2	
shen2me	$en2me	['shen', 'me']	2	6	5	
chu1xian4	$u1xian4	['chu', 'xian']	2	7	6	
chai1	$#1	['chai']	1	4	2	
wang3	waŋ3	['wang']	1	4	3	
qu4	qu4	['qu']	1	2	2	
ni3men	ni3men	['ni', 'men']	2	5	5	
zi3xi4	zi3xi4	['zi', 'xi']	2	4	4	
xun2	xun2	['xun']	1	3	3	
fang3	faŋ3	['fang']	1	4	3	
hai2zi	h#2zi	['hai', 'zi']	2	5	4	
bao4xin4	b#4xin4	['bao', 'xin']	2	6	5	
hao3	h#3	['hao']	1	3	2	
hu1ran2	hu1ran2	['hu', 'ran']	2	5	5	
qian2tou	qian2t#	['qian', 'tou']	2	7	6	
xing2	xjəŋ2	['xing']	1	4	4	
zhi2	$i2	['zhi']	1	3	2	
di4fang	di4faŋ	['di', 'fang']	2	6	5	
shang4	$aŋ4	['shang']	1	5	3	
tou2	t#2	['tou']	1	3	2	
ting2	tjəŋ2	['ting']	1	4	4	
zhu4	$u4	['zhu']	1	3	2	
da4da4	da4da4	['da', 'da']	2	4	4	
huan1xi3	huan1xi3	['huan', 'xi']	2	6	6	
jin4	jin4	['jin']	1	3	3	
fang2zi	faŋ2zi	['fang', 'zi']	2	6	5	
fu3fu2	fu3fu2	['fu', 'fu']	2	4	4	
jie1kai1	jie1k#1	['jie', 'kai']	2	6	5	
bao3	b#3	['bao']	1	3	2	
na2	na2	['na']	1	2	2	
huang2jin1	huaŋ2jin1	['huang', 'jin']	2	8	7	
ru3xiang1	ru3xiaŋ1	['ru', 'xiang']	2	7	6	
mo4yao4	mo4y#4	['mo', 'yao']	2	5	4	
li3wu4	li3wu4	['li', 'wu']	2	4	4	
xian4	xian4	['xian']	1	4	4	
hui2	hui2	['hui']	1	3	3	
jian4	jian4	['jian']	1	4	4	
bie2de	bie2de	['bie', 'de']	2	5	5	
lu4	lu4	['lu']	1	2	2	
ben3	ben3	['ben']	1	3	3	
tao2	t#2	['tao']	1	3	2	
ai1ji2	#1ji2	['ai', 'ji']	2	4	3	
xun2zhao3	xun2$#3	['xun', 'zhao']	2	7	5	
chu2mie3	$u2mie3	['chu', 'mie']	2	6	5	
ye4	ye4	['ye']	1	2	2	
jian1	jian1	['jian']	1	4	4	
zhi2dao4	$i2d#4	['zhi', 'dao']	2	6	4	
si3	si3	['si']	1	2	2	
chu1	$u1	['chu']	1	3	2	
wo3de	wo3de	['wo', 'de']	2	4	4	
yu2nong4	yu2noŋ4	['yu', 'nong']	2	6	5	
fa1nu4	fa1nu4	['fa', 'nu']	2	4	4	
jing4	jjəŋ4	['jing']	1	4	4	
suo3you3de	suo3y#3de	['suo', 'you', 'de']	3	8	7	
nan2hai2	nan2h#2	['nan', 'hai']	2	6	5	
cha2wen4	$a2wen4	['cha', 'wen']	2	6	5	
fan2	fan2	['fan']	1	3	3	
liang3	liaŋ3	['liang']	1	5	4	
sui4	sui4	['sui']	1	3	3	
yi3	yi3	['yi']	1	2	2	
sha1	$a1	['sha']	1	3	2	
ying4	yiŋ4	['ying']	1	4	3	
ye1li4mi3	ye1li4mi3	['ye', 'li', 'mi']	3	6	6	
la1ma3	la1ma3	['la', 'ma']	2	4	4	
hao2	h#2	['hao']	1	3	2	
da4	da4	['da']	1	2	2	
ku1	ku1	['ku']	1	2	2	
sheng1yin1	$eŋ1yin1	['sheng', 'yin']	2	8	6	
la1jie2	la1jie2	['la', 'jie']	2	5	5	
er2nv3	er2nv3	['er', 'nv']	2	4	4	
ken3	ken3	['ken']	1	3	3	
shou4	$#4	['shou']	1	4	2	
an1wei4	an1w#4	['an', 'wei']	2	5	4	
yi3hou4	yi3h#4	['yi', 'hou']	2	5	4	
hai4	h#4	['hai']	1	3	2	
xing4meng2	xjəŋ4meŋ2	['xing', 'meng']	2	8	7	
zhi3	$i3	['zhi']	1	3	2	
ya4ji1lao3	ya4ji1l#3	['ya', 'ji', 'lao']	3	7	6	
jie1	jie1	['jie']	1	3	3	
fu4qin	fu4qin	['fu', 'qin']	2	5	5	
bian4	bian4	['bian']	1	4	4	
jia1li4li4	jia1li4li4	['jia', 'li', 'li']	3	7	7	
nei4	n#4	['nei']	1	3	2	
na2sa3le4	na2sa3le4	['na', 'sa', 'le']	3	6	6	
na4shi2	na4$i2	['na', 'shi']	2	5	4	
shi1xi3de0yue1han4	$i1xi3de0ɥe1han4	['shi', 'xi', 'de', 'yue', 'han']	5	13	11	
kuang4ye3	kuaŋ4ye3	['kuang', 'ye']	2	7	6	
chuan2	$uan2	['chuan']	1	5	4	
tian1guo2	tian1guo2	['tian', 'guo']	2	7	7	
ying1dang1	yiŋ1daŋ1	['ying', 'dang']	2	8	6	
hui3gai3	hui3g#3	['hui', 'gai']	2	6	5	
yi3sai4ya4	yi3s#4ya4	['yi', 'sai', 'ya']	3	7	6	
han3	han3	['han']	1	3	3	
yu4bei4	yu4b#4	['yu', 'bei']	2	5	4	
yue1han4	ɥe1han4	['yue', 'han']	2	6	5	
shen1	$en1	['shen']	1	4	3	
chuan1	$uan1	['chuan']	1	5	4	
luo4tuo	luo4tuo	['luo', 'tuo']	2	6	6	
mao2	m#2	['mao']	1	3	2	
yi1fu	yi1fu	['yi', 'fu']	2	4	4	
shu4	$u4	['shu']	1	3	2	
pi2	pi2	['pi']	1	2	2	
chi1	$i1	['chi']	1	3	2	
huang2chong2	huaŋ2$oŋ2	['huang', 'chong']	2	10	7	
mi4	mi4	['mi']	1	2	2	
quan2	quan2	['quan']	1	4	4	
yue1dan4he2	ɥe1dan4he2	['yue', 'dan', 'he']	3	8	7	
qu	qu	['qu']	1	2	2	
cheng2ren4	$eŋ2ren4	['cheng', 'ren']	2	8	6	
ta1men0de	ta1men0de	['ta', 'men', 'de']	3	7	7	
xi3	xi3	['xi']	1	2	2	
xu3duo1	xu3duo1	['xu', 'duo']	2	5	5	
fa3li4sai4ren2	fa3li4s#4ren2	['fa', 'li', 'sai', 'ren']	4	10	9	
sa1du1gai1	sa1du1g#1	['sa', 'du', 'gai']	3	7	6	
shou4xi3	$#4xi3	['shou', 'xi']	2	6	4	
dui4	dui4	['dui']	1	3	3	
du2she2	du2$e2	['du', 'she']	2	5	4	
zhong3lei4	$oŋ3l#4	['zhong', 'lei']	2	8	5	
shei2	$#2	['shei']	1	4	2	
tao2bi4	t#2bi4	['tao', 'bi']	2	5	4	
fen4	fen4	['fen']	1	3	3	
nu4	nu4	['nu']	1	2	2	
ne	ne	['ne']	1	2	2	
guo3zi	guo3zi	['guo', 'zi']	2	5	5	
xin1	xin1	['xin']	1	3	3	
xiang1chen4	xiaŋ1$en4	['xiang', 'chen']	2	9	7	
zu3zong	zu3zoŋ	['zu', 'zong']	2	6	5	
gao4su	g#4su	['gao', 'su']	2	5	4	
neng2	neŋ2	['neng']	1	4	3	
zhe4xie	$e4xie	['zhe', 'xie']	2	6	5	
shi2tou	$i2t#	['shi', 'tou']	2	6	4	
xing1qi3	xjəŋ1qi3	['xing', 'qi']	2	6	6	
xian4zai4	xian4z#4	['xian', 'zai']	2	7	6	
fu3zi	fu3zi	['fu', 'zi']	2	4	4	
fang4	faŋ4	['fang']	1	4	3	
shu4gen1	$u4gen1	['shu', 'gen']	2	6	5	
shang	$aŋ	['shang']	1	5	3	
kan3	kan3	['kan']	1	3	3	
diu1	diu1	['diu']	1	3	3	
huo3	huo3	['huo']	1	3	3	
yong4	yoŋ4	['yong']	1	4	3	
shui3	$ui3	['shui']	1	4	3	
shi1xi3	$i1xi3	['shi', 'xi']	2	5	4	
dan4	dan4	['dan']	1	3	3	
neng2li4	neŋ2li4	['neng', 'li']	2	6	5	
bi3	bi3	['bi']	1	2	2	
geng4	geŋ4	['geng']	1	4	3	
ti2	ti2	['ti']	1	2	2	
xie2	xie2	['xie']	1	3	3	
pei4	p#4	['pei']	1	3	2	
shou3	$#3	['shou']	1	4	2	
bo4ji	bo4ji	['bo', 'ji']	2	4	4	
yang2	yaŋ2	['yang']	1	4	3	
chang2	$aŋ2	['chang']	1	5	3	
mai4zi	m#4zi	['mai', 'zi']	2	5	4	
shou1	$#1	['shou']	1	4	2	
cang1	caŋ1	['cang']	1	4	3	
kang1	kaŋ1	['kang']	1	4	3	
mie4	mie4	['mie']	1	3	3	
huo3shao4	huo3$#4	['huo', 'shao']	2	7	5	
lan2	lan2	['lan']	1	3	3	
fan3	fan3	['fan']	1	3	3	
zhe4li3	$e4li3	['zhe', 'li']	2	5	4	
ma	ma	['ma']	1	2	2	
zan4qie3	zan4qie3	['zan', 'qie']	2	6	6	
xu3	xu3	['xu']	1	2	2	
ban1	ban1	['ban']	1	3	3	
huo4	huo4	['huo']	1	3	3	
yu2shi4	yu2$i4	['yu', 'shi']	2	5	4	
sui2	sui2	['sui']	1	3	3	
tian1	tian1	['tian']	1	4	4	
kai1	k#1	['kai']	1	3	2	
ling2	ljəŋ2	['ling']	1	4	4	
fang3fu2	faŋ3fu2	['fang', 'fu']	2	6	5	
ge1zi	ge1zi	['ge', 'zi']	2	4	4	
jiang4	jiaŋ4	['jiang']	1	5	4	
luo4	luo4	['luo']	1	3	3	
shen1shang	$en1$aŋ	['shen', 'shang']	2	9	6	
ai4	#4	['ai']	1	2	1	
xi3yue4	xi3ɥe4	['xi', 'yue']	2	5	4	
dang1shi2	daŋ1$i2	['dang', 'shi']	2	7	5	
yin3dao4	yin3d#4	['yin', 'dao']	2	6	5	
mo2gui3	mo2gui3	['mo', 'gui']	2	5	5	
shi4tan	$i4tan	['shi', 'tan']	2	6	5	
jin4shi2	jin4$i2	['jin', 'shi']	2	6	5	
zhou4ye4	$#4ye4	['zhou', 'ye']	2	6	4	
hou4lai2	h#4l#2	['hou', 'lai']	2	6	4	
e4	e4	['e']	1	1	1	
qian2	qian2	['qian']	1	4	4	
ruo4	ruo4	['ruo']	1	3	3	
ke3yi3	ke3yi3	['ke', 'yi']	2	4	4	
bian4cheng2	bian4$eŋ2	['bian', 'cheng']	2	9	7	
shi2wu4	$i2wu4	['shi', 'wu']	2	5	4	
que4	que4	['que']	1	3	3	
jing1	jjəŋ1	['jing']	1	4	4	
huo2	huo2	['huo']	1	3	3	
dan1	dan1	['dan']	1	3	3	
kao4	k#4	['kao']	1	3	2	
nai3	n#3	['nai']	1	3	2	
kou3	k#3	['kou']	1	3	2	
sheng4	$eŋ4	['sheng']	1	5	3	
zhan4	$an4	['zhan']	1	4	3	
dian4	dian4	['dian']	1	4	4	
ding3	djəŋ3	['ding']	1	4	4	
chi4	$i4	['chi']	1	3	2	
tiao4	ti#4	['tiao']	1	4	3	
tuo1	tuo1	['tuo']	1	3	3	
mian3de2	mian3de2	['mian', 'de']	2	6	6	
jiao3	ji#3	['jiao']	1	4	3	
peng4	peŋ4	['peng']	1	4	3	
bu4ke3	bu4ke3	['bu', 'ke']	2	4	4	
gao1	g#1	['gao']	1	3	2	
shan1	$an1	['shan']	1	4	3	
shi4shang	$i4$aŋ	['shi', 'shang']	2	8	5	
wan4	wan4	['wan']	1	3	3	
guo2	guo2	['guo']	1	3	3	
rong2hua2	roŋ2hua2	['rong', 'hua']	2	7	6	
kan4	kan4	['kan']	1	3	3	
ci4gei3	ci4g#3	['ci', 'gei']	2	5	4	
sa1dan4	sa1dan4	['sa', 'dan']	2	5	5	
tui4	tui4	['tui']	1	3	3	
ba	ba	['ba']	1	2	2	
di3dang3	di3daŋ3	['di', 'dang']	2	6	5	
yi4si	yi4si	['yi', 'si']	2	4	4	
bie2	bie2	['bie']	1	3	3	
shi4feng4	$i4feŋ4	['shi', 'feng']	2	7	5	
li2	li2	['li']	1	2	2	
tian1shi3	tian1$i3	['tian', 'shi']	2	7	6	
ci4hou	ci4h#	['ci', 'hou']	2	5	4	
li2kai1	li2k#1	['li', 'kai']	2	5	4	
jia1bai3nong2	jia1b#3noŋ2	['jia', 'bai', 'nong']	3	10	8	
hai3	h#3	['hai']	1	3	2	
xi1bu4lun2	xi1bu4lwən2	['xi', 'bu', 'lun']	3	7	8	
na2fu2ta1li4	na2fu2ta1li4	['na', 'fu', 'ta', 'li']	4	8	8	
bian1jie4	bian1jie4	['bian', 'jie']	2	7	7	
yan2hai3	yan2h#3	['yan', 'hai']	2	6	5	
wai4	w#4	['wai']	1	3	2	
wai4bang1ren2	w#4baŋ1ren2	['wai', 'bang', 'ren']	3	10	8	
hei1an4	h#1an4	['hei', 'an']	2	5	4	
guang1	guaŋ1	['guang']	1	5	4	
yin4	yin4	['yin']	1	3	3	
fa1xian4	fa1xian4	['fa', 'xian']	2	6	6	
na4shi2hou4	na4$i2h#4	['na', 'shi', 'hou']	3	8	6	
qi3	qi3	['qi']	1	2	2	
bian1	bian1	['bian']	1	4	4	
zou3	z#3	['zou']	1	3	2	
er4	er4	['er']	1	2	2	
cheng1hu	$eŋ1hu	['cheng', 'hu']	2	7	5	
bi3de2	bi3de2	['bi', 'de']	2	4	4	
xi1men2	xi1men2	['xi', 'men']	2	5	5	
xiong1di	xioŋ1di	['xiong', 'di']	2	7	6	
an1de2lie4	an1de2lie4	['an', 'de', 'lie']	3	7	7	
sa1	sa1	['sa']	1	2	2	
da3	da3	['da']	1	2	2	
yu2	yu2	['yu']	1	2	2	
gen1	gen1	['gen']	1	3	3	
de2	de2	['de']	1	2	2	
ru2	ru2	['ru']	1	2	2	
yi2yang4	yi2yaŋ4	['yi', 'yang']	2	6	5	
li4ke4	li4ke4	['li', 'ke']	2	4	4	
she3	$e3	['she']	1	3	2	
wang4	waŋ4	['wang']	1	4	3	
xi1bi4tai4	xi1bi4t#4	['xi', 'bi', 'tai']	3	7	6	
bu3	bu3	['bu']	1	2	2	
zhao1hu1	$#1hu1	['zhao', 'hu']	2	6	4	
ge4	ge4	['ge']	1	2	2	
gong1tang2	goŋ1taŋ2	['gong', 'tang']	2	8	6	
jiao4xun	ji#4xun	['jiao', 'xun']	2	7	6	
fu2yin	fu2yin	['fu', 'yin']	2	5	5	
yi1zhi4	yi1$i4	['yi', 'zhi']	2	5	4	
ge4yang4	ge4yaŋ4	['ge', 'yang']	2	6	5	
bing4zheng4	bjəŋ4$eŋ4	['bing', 'zheng']	2	9	7	
ming2sheng	mjəŋ2$eŋ	['ming', 'sheng']	2	9	7	
xi4li4ya4	xi4li4ya4	['xi', 'li', 'ya']	3	6	6	
ji2bing4	ji2bjəŋ4	['ji', 'bing']	2	6	6	
teng2tong4	teŋ2toŋ4	['teng', 'tong']	2	8	6	
gui3	gui3	['gui']	1	3	3	
fu4	fu4	['fu']	1	2	2	
dian1xian2	dian1xian2	['dian', 'xian']	2	8	8	
tan1huan4	tan1huan4	['tan', 'huan']	2	7	7	
hao4	h#4	['hao']	1	3	2	
di1jia1bo1li4	di1jia1bo1li4	['di', 'jia', 'bo', 'li']	4	9	9	
men2tu3	men2tu3	['men', 'tu']	2	5	5	
gen1qian2	gen1qian2	['gen', 'qian']	2	7	7	
kai1kou3	k#1k#3	['kai', 'kou']	2	6	4	
xu1xin1	xu1xin1	['xu', 'xin']	2	5	5	
fu2	fu2	['fu']	1	2	2	
ai1	#1	['ai']	1	2	1	
tong4	toŋ4	['tong']	1	4	3	
wen1rou2	wen1r#2	['wen', 'rou']	2	6	5	
cheng2shou4	$eŋ2$#4	['cheng', 'shou']	2	9	5	
tu3	tu3	['tu']	1	2	2	
ji1ke3	ji1ke3	['ji', 'ke']	2	4	4	
bao3zu2	b#3zu2	['bao', 'zu']	2	5	4	
lian2xu4	lian2xu4	['lian', 'xu']	2	6	6	
meng2	meŋ2	['meng']	1	4	3	
qing1	qjəŋ1	['qing']	1	4	4	
shi3	$i3	['shi']	1	3	2	
he2mu4	he2mu4	['he', 'mu']	2	4	4	
bi1po4	bi1po4	['bi', 'po']	2	4	4	
ru3ma4	ru3ma4	['ru', 'ma']	2	4	4	
