pinyin	phoneme	syll	syll_n	letter_n	sound_n	
gui1ju	gui1ju	['gui', 'ju']	2	5	5	
li4dai4	li4d#4	['li', 'dai']	2	5	4	
cheng2ran2	$eŋ2ran2	['cheng', 'ran']	2	8	6	
fei4qi4	f#4qi4	['fei', 'qi']	2	5	4	
ban3	ban3	['ban']	1	3	3	
ke	ke	['ke']	1	2	2	
tan1lan2	tan1lan2	['tan', 'lan']	2	6	6	
gui3zha4	gui3$a4	['gui', 'zha']	2	6	5	
jiao1ao4	ji#1#4	['jiao', 'ao']	2	6	4	
qi3shen1	qi3$en1	['qi', 'shen']	2	6	5	
xi1la4	xi1la4	['xi', 'la']	2	4	4	
xu4	xu4	['xu']	1	2	2	
fei1	f#1	['fei']	1	3	2	
sui4zha1er	sui4$a1er	['sui', 'zha', 'er']	3	8	7	
long2	loŋ2	['long']	1	4	3	
tan4	tan4	['tan']	1	3	3	
she2tou	$e2t#	['she', 'tou']	2	6	4	
tan4xi1	tan4xi1	['tan', 'xi']	2	5	5	
yi3fa3	yi3fa3	['yi', 'fa']	2	4	4	
pan2wen4	pan2wen4	['pan', 'wen']	2	6	6	
deng2jing1	deŋ2jjəŋ1	['deng', 'jing']	2	8	7	
yang4yang4	yaŋ4yaŋ4	['yang', 'yang']	2	8	6	
gai1sa1li4ya4fei2li4bi3	g#1sa1li4ya4f#2li4bi3	['gai', 'sa', 'li', 'ya', 'fei', 'li', 'bi']	7	16	14	
cun1zhuang1	cwən1$uaŋ1	['cun', 'zhuang']	2	9	8	
qi4jue2	qi4jue2	['qi', 'jue']	2	5	5	
ke3chi3	ke3$i3	['ke', 'chi']	2	5	4	
piao4	pi#4	['piao']	1	4	3	
piao3	pi#3	['piao']	1	4	3	
qing1man4	qjəŋ1man4	['qing', 'man']	2	7	7	
bian4lun4	bian4lwən4	['bian', 'lun']	2	7	8	
zhuo1	$uo1	['zhuo']	1	4	3	
shuai1	$u#1	['shuai']	1	5	3	
reng1	reŋ1	['reng']	1	4	3	
bu4zu2	bu4zu2	['bu', 'zu']	2	4	4	
zheng1lun4	$eŋ1lwən4	['zheng', 'lun']	2	8	7	
shou3xian1	$#3xian1	['shou', 'xian']	2	8	6	
qing1yi4	qjəŋ1yi4	['qing', 'yi']	2	6	6	
di2dang3	di2daŋ3	['di', 'dang']	2	6	5	
qiang2	qiaŋ2	['qiang']	1	5	4	
que4tui3	que4tui3	['que', 'tui']	2	6	6	
chong2	$oŋ2	['chong']	1	5	3	
ji4wu4	ji4wu4	['ji', 'wu']	2	4	4	
tiao2li4	ti#2li4	['tiao', 'li']	2	6	5	
chuang4zao4	$uaŋ4z#4	['chuang', 'zao']	2	9	6	
nv3	nv3	['nv']	1	2	2	
se4	se4	['se']	1	2	2	
ran2	ran2	['ran']	1	3	3	
tuo4	tuo4	['tuo']	1	3	3	
mo	mo	['mo']	1	2	2	
zhi4li3	$i4li3	['zhi', 'li']	2	5	4	
tao3fan4	t#3fan4	['tao', 'fan']	2	6	5	
la1bo1ni2	la1bo1ni2	['la', 'bo', 'ni']	3	6	6	
zu3	zu3	['zu']	1	2	2	
wu4jian4	wu4jian4	['wu', 'jian']	2	6	6	
tian1se4	tian1se4	['tian', 'se']	2	6	6	
huo4zhe3	huo4$e3	['huo', 'zhe']	2	6	5	
fa3zi	fa3zi	['fa', 'zi']	2	4	4	
xin4fu2	xin4fu2	['xin', 'fu']	2	5	5	
shang1	$aŋ1	['shang']	1	5	3	
lun2	lwən2	['lun']	1	3	4	
quan1	quan1	['quan']	1	4	4	
kan	kan	['kan']	1	3	3	
pian1	pian1	['pian']	1	4	4	
yao4jin3	y#4jin3	['yao', 'jin']	2	6	5	
ne0ye1su1	ne0ye1su1	['ne', 'ye', 'su']	3	6	6	
du2	du2	['du']	1	2	2	
jin4li4	jin4li4	['jin', 'li']	2	5	5	
fan2ji4	fan2ji4	['fan', 'ji']	2	5	5	
xi3huan	xi3huan	['xi', 'huan']	2	6	6	
you2xing2	y#2xjəŋ2	['you', 'xing']	2	7	6	
ruo4gan1	ruo4gan1	['ruo', 'gan']	2	6	6	
qiong2	qioŋ2	['qiong']	1	5	4	
yang3sheng1	yaŋ3$eŋ1	['yang', 'sheng']	2	9	6	
bu4dang4	bu4daŋ4	['bu', 'dang']	2	6	5	
wan4wu4	wan4wu4	['wan', 'wu']	2	5	5	
zhang1	$aŋ1	['zhang']	1	5	3	
qi2dao3	qi2d#3	['qi', 'dao']	2	5	4	
ji4ju1	ji4ju1	['ji', 'ju']	2	4	4	
da3po4	da3po4	['da', 'po']	2	4	4	
sheng1qi4	$eŋ1qi4	['sheng', 'qi']	2	7	5	
yang2gao1	yaŋ2g#1	['yang', 'gao']	2	7	5	
ying2mian4	yiŋ2mian4	['ying', 'mian']	2	8	7	
zheng3qi2	$eŋ3qi2	['zheng', 'qi']	2	7	5	
jing1kong3	jjəŋ1koŋ3	['jing', 'kong']	2	8	7	
che4	$e4	['che']	1	3	2	
hui2da2di4	hui2da2di4	['hui', 'da', 'di']	3	7	7	
lao2	l#2	['lao']	1	3	2	
lao2kao4	l#2k#4	['lao', 'kao']	2	6	4	
yi1zhi2	yi1$i2	['yi', 'zhi']	2	5	4	
kao3huo3	k#3huo3	['kao', 'huo']	2	6	5	
xia4bian1	xia4bian1	['xia', 'bian']	2	7	7	
si1xiang3	si1xiaŋ3	['si', 'xiang']	2	7	6	
na4me	na4me	['na', 'me']	2	4	4	
yan4	yan4	['yan']	1	3	3	
he4	he4	['he']	1	2	2	
qu1xi1	qu1xi1	['qu', 'xi']	2	4	4	
you3zhe4	y#3$e4	['you', 'zhe']	2	6	4	
hai1	h#1	['hai']	1	3	2	
luo2	luo2	['luo']	1	3	3	
sa1luo2mi3	sa1luo2mi3	['sa', 'luo', 'mi']	3	7	7	
zun1gui4	zwən1gui4	['zun', 'gui']	2	6	7	
fang4dan3	faŋ4dan3	['fang', 'dan']	2	7	6	
gei3wan4	g#3wan4	['gei', 'wan']	2	6	5	
fang1yan2	faŋ1yan2	['fang', 'yan']	2	7	6	
dao4chu4	d#4$u4	['dao', 'chu']	2	6	4	
zheng4shi2	$eŋ4$i2	['zheng', 'shi']	2	8	5	
tia2fei1luo2	tia2f#1luo2	['tia', 'fei', 'luo']	3	9	8	
qin1yan3	qin1yan3	['qin', 'yan']	2	6	6	
de0zhe4xie	de0$e4xie	['de', 'zhe', 'xie']	3	8	7	
xiang2xi4	xiaŋ2xi4	['xiang', 'xi']	2	7	6	
kao3cha2	k#3$a2	['kao', 'cha']	2	6	4	
ci4xu4	ci4xu4	['ci', 'xu']	2	4	4	
que4shi2	que4$i2	['que', 'shi']	2	6	5	
ya4lun2	ya4lwən2	['ya', 'lun']	2	5	6	
hou4ren2	h#4ren2	['hou', 'ren']	2	6	5	
yi3li4sha1bo2	yi3li4$a1bo2	['yi', 'li', 'sha', 'bo']	4	9	8	
li3yi2	li3yi2	['li', 'yi']	2	4	4	
zhi3zhai1	$i3$#1	['zhi', 'zhai']	2	7	4	
sheng1yu4	$eŋ1yu4	['sheng', 'yu']	2	7	5	
nian2ji4	nian2ji4	['nian', 'ji']	2	6	6	
lao3mai4	l#3m#4	['lao', 'mai']	2	6	4	
ban1ci4	ban1ci4	['ban', 'ci']	2	5	5	
zhi2fen4	$i2fen4	['zhi', 'fen']	2	6	5	
che4qia1	$e4qia1	['che', 'qia']	2	6	5	
shao1xiang1	$#1xiaŋ1	['shao', 'xiang']	2	9	6	
xiang1tan2	xiaŋ1tan2	['xiang', 'tan']	2	8	7	
xi3le4	xi3le4	['xi', 'le']	2	4	4	
dan4jiu3	dan4jiu3	['dan', 'jiu']	2	6	6	
nong2	noŋ2	['nong']	1	4	3	
mu3	mu3	['mu']	1	2	2	
xin1zhi4	xin1$i4	['xin', 'zhi']	2	6	5	
bei4ni4	b#4ni4	['bei', 'ni']	2	5	4	
lao3	l#3	['lao']	1	3	2	
xin4xi1	xin4xi1	['xin', 'xi']	2	5	5	
yi4xiang4	yi4xiaŋ4	['yi', 'xiang']	2	7	6	
gong4zhi2	goŋ4$i2	['gong', 'zhi']	2	7	5	
juan4gu4	juan4gu4	['juan', 'gu']	2	6	6	
kan4dai4	kan4d#4	['kan', 'dai']	2	6	5	
xiu1chi3	xiu1$i3	['xiu', 'chi']	2	6	5	
chu2diao4	$u2di#4	['chu', 'diao']	2	7	5	
ming2zi	mjəŋ2zi	['ming', 'zi']	2	6	6	
en1	en1	['en']	1	2	2	
fan3fu4	fan3fu4	['fan', 'fu']	2	5	5	
qiong2jin4	qioŋ2jin4	['qiong', 'jin']	2	8	7	
chu1jia4	$u1jia4	['chu', 'jia']	2	6	5	
yin1bi4	yin1bi4	['yin', 'bi']	2	5	5	
kuang4qie3	kuaŋ4qie3	['kuang', 'qie']	2	8	7	
qin1qi	qin1qi	['qin', 'qi']	2	5	5	
nan2tai1	nan2t#1	['nan', 'tai']	2	6	5	
qing2yuan4	qjəŋ2ɥæn4	['qing', 'yuan']	2	8	7	
tai1	t#1	['tai']	1	3	2	
xiang1xin4	xiaŋ1xin4	['xiang', 'xin']	2	8	7	
le4	le4	['le']	1	2	2	
gu4nian4	gu4nian4	['gu', 'nian']	2	6	6	
bei1wei1	b#1w#1	['bei', 'wei']	2	6	4	
bang3bi4	baŋ3bi4	['bang', 'bi']	2	6	5	
shi1zhan3	$i1$an3	['shi', 'zhan']	2	7	5	
kuan2gao4	kuan2g#4	['kuan', 'gao']	2	7	6	
wang4xiang3	waŋ4xiaŋ3	['wang', 'xiang']	2	9	7	
gan3san4	gan3san4	['gan', 'san']	2	6	6	
bei1jian4	b#1jian4	['bei', 'jian']	2	7	6	
fu4zu2	fu4zu2	['fu', 'zu']	2	4	4	
fu2zhu4	fu2$u4	['fu', 'zhu']	2	5	4	
lie4zu3	lie4zu3	['lie', 'zu']	2	5	5	
yi3li4sha1	yi3li4$a1	['yi', 'li', 'sha']	3	7	6	
bo2	bo2	['bo']	1	2	2	
chan3qi1	$an3qi1	['chan', 'qi']	2	6	5	
qin1zu2	qin1zu2	['qin', 'zu']	2	5	5	
huan1le4	huan1le4	['huan', 'le']	2	6	6	
ge1li3	ge1li3	['ge', 'li']	2	4	4	
shu1zhan3	$u1$an3	['shu', 'zhan']	2	7	5	
ju1zhu4	ju1$u4	['ju', 'zhu']	2	5	4	
shi1xing2	$i1xjəŋ2	['shi', 'xing']	2	7	6	
jiu4shu2	jiu4$u2	['jiu', 'shu']	2	6	5	
tan3ran2	tan3ran2	['tan', 'ran']	2	6	6	
sheng4jie2	$eŋ4jie2	['sheng', 'jie']	2	8	6	
jiu4en1	jiu4en1	['jiu', 'en']	2	5	5	
xin1chang2	xin1$aŋ2	['xin', 'chang']	2	8	6	
qing1chen2	qjəŋ1$en2	['qing', 'chen']	2	8	7	
xian3ming2	xian3mjəŋ2	['xian', 'ming']	2	8	8	
gai1sa3ya4gu3shi4du1	g#1sa3ya4gu3$i4du1	['gai', 'sa', 'ya', 'gu', 'shi', 'du']	6	14	12	
ren2min2	ren2min2	['ren', 'min']	2	6	6	
bao4ming2	b#4mjəŋ2	['bao', 'ming']	2	7	6	
ce4	ce4	['ce']	1	2	2	
ju1li3niu3	ju1li3niu3	['ju', 'li', 'niu']	3	7	7	
pin4	pin4	['pin']	1	3	3	
shen1yun4	$en1yun4	['shen', 'yun']	2	7	6	
bao1	b#1	['bao']	1	3	2	
ma3cao2	ma3c#2	['ma', 'cao']	2	5	4	
ke4dian4	ke4dian4	['ke', 'dian']	2	6	6	
rong2guang1	roŋ2guaŋ1	['rong', 'guang']	2	9	7	
hu1	hu1	['hu']	1	2	2	
ji4hao4	ji4h#4	['ji', 'hao']	2	5	4	
gui1yu3	gui1yu3	['gui', 'yu']	2	5	5	
su1	su1	['su']	1	2	2	
tou2sheng1	t#2$eŋ1	['tou', 'sheng']	2	8	5	
chu2	$u2	['chu']	1	3	2	
xian4ji4	xian4ji4	['xian', 'ji']	2	6	6	
xi1mian4	xi1mian4	['xi', 'mian']	2	6	6	
qian2cheng2	qian2$eŋ2	['qian', 'cheng']	2	9	7	
su4chang2	su4$aŋ2	['su', 'chang']	2	7	5	
pan4wang4	pan4waŋ4	['pan', 'wang']	2	7	6	
ban4li3	ban4li3	['ban', 'li']	2	5	5	
an1ran2	an1ran2	['an', 'ran']	2	5	5	
hua4bing3	hua4bjəŋ3	['hua', 'bing']	2	7	7	
ci1	ci1	['ci']	1	2	2	
ya4na2	ya4na2	['ya', 'na']	2	4	4	
ya4she4	ya4$e4	['ya', 'she']	2	5	4	
fa3nei4li4	fa3n#4li4	['fa', 'nei', 'li']	3	7	6	
gua3	gua3	['gua']	1	3	3	
cheng1xie4	$eŋ1xie4	['cheng', 'xie']	2	8	6	
reng2jiu4	reŋ2jiu4	['reng', 'jiu']	2	7	6	
bu2zhi1dao4	bu2$i1d#4	['bu', 'zhi', 'dao']	3	8	6	
lu4cheng2	lu4$eŋ2	['lu', 'cheng']	2	7	5	
shu2shi	$u2$i	['shu', 'shi']	2	6	4	
ying4dui4	yiŋ4dui4	['ying', 'dui']	2	7	6	
shang1xin1	$aŋ1xin1	['shang', 'xin']	2	8	6	
shun4cong2	$wən4coŋ2	['shun', 'cong']	2	8	7	
zeng1zhang3	zeŋ1$aŋ3	['zeng', 'zhang']	2	9	6	
gai1sa3ti2bi4liu2	g#1sa3ti2bi4liu2	['gai', 'sa', 'ti', 'bi', 'liu']	5	12	11	
ben3diu1bi3la1duo1	ben3diu1bi3la1duo1	['ben', 'diu', 'bi', 'la', 'duo']	5	13	13	
yi3tu3li4ya4	yi3tu3li4ya4	['yi', 'tu', 'li', 'ya']	4	8	8	
te4la1ke3ni2	te4la1ke3ni2	['te', 'la', 'ke', 'ni']	4	8	8	
lv3sa1nie4	lv3sa1nie4	['lv', 'sa', 'nie']	3	7	7	
ya4bi3li4ni2	ya4bi3li4ni2	['ya', 'bi', 'li', 'ni']	4	8	8	
ya4na4	ya4na4	['ya', 'na']	2	4	4	
shan1wa1	$an1wa1	['shan', 'wa']	2	6	5	
shan1gang1	$an1gaŋ1	['shan', 'gang']	2	8	6	
wan1qu1	wan1qu1	['wan', 'qu']	2	5	5	
qu1	qu1	['qu']	1	2	2	
gai3	g#3	['gai']	1	3	2	
zheng4zhi2	$eŋ4$i2	['zheng', 'zhi']	2	8	5	
di1	di1	['di']	1	2	2	
ping2tan3	pjəŋ2tan3	['ping', 'tan']	2	7	7	
qiang2bao4	qiaŋ2b#4	['qiang', 'bao']	2	8	6	
e2zha4	e2$a4	['e', 'zha']	2	4	3	
qian2liang2	qian2liaŋ2	['qian', 'liang']	2	9	8	
zhi1zu2	$i1zu2	['zhi', 'zu']	2	5	4	
zhi3wang	$i3waŋ	['zhi', 'wang']	2	7	5	
cai1yi2	c#1yi2	['cai', 'yi']	2	5	4	
xing2zhuang4	xjəŋ2$uaŋ4	['xing', 'zhuang']	2	10	8	
kai1tou2	k#1t#2	['kai', 'tou']	2	6	4	
xi1li3	xi1li3	['xi', 'li']	2	4	4	
ma3ta3	ma3ta3	['ma', 'ta']	2	4	4	
mai4ji1	m#4ji1	['mai', 'ji']	2	5	4	
ya3na2	ya3na2	['ya', 'na']	2	4	4	
ma3ta1ti2ya4	ma3ta1ti2ya4	['ma', 'ta', 'ti', 'ya']	4	8	8	
ya4mo2si1	ya4mo2si1	['ya', 'mo', 'si']	3	6	6	
na2hong2	na2hoŋ2	['na', 'hong']	2	6	5	
yi3si1li4	yi3si1li4	['yi', 'si', 'li']	3	6	6	
na2gai1	na2g#1	['na', 'gai']	2	5	4	
ma3ye1	ma3ye1	['ma', 'ye']	2	4	4	
xi1mei3	xi1m#3	['xi', 'mei']	2	5	4	
yue1ya4na2	ɥe1ya4na2	['yue', 'ya', 'na']	3	7	6	
li4sa1	li4sa1	['li', 'sa']	2	4	4	
li4sa3	li4sa3	['li', 'sa']	2	4	4	
ni2li4	ni2li4	['ni', 'li']	2	4	4	
ya4di3	ya4di3	['ya', 'di']	2	4	4	
ge1sang1	ge1saŋ1	['ge', 'sang']	2	6	5	
yi3mo2dang1	yi3mo2daŋ1	['yi', 'mo', 'dang']	3	8	7	
yue1xi4	ɥe1xi4	['yue', 'xi']	2	5	4	
yi3li4yi3xie4	yi3li4yi3xie4	['yi', 'li', 'yi', 'xie']	4	9	9	
yue1ling4	ɥe1ljəŋ4	['yue', 'ling']	2	7	6	
xi1mian3	xi1mian3	['xi', 'mian']	2	6	6	
yue1nan2	ɥe1nan2	['yue', 'nan']	2	6	5	
mi3li4ya4	mi3li4ya4	['mi', 'li', 'ya']	3	6	6	
mai3nan2	m#3nan2	['mai', 'nan']	2	6	5	
ma3da2ta1	ma3da2ta1	['ma', 'da', 'ta']	3	6	6	
na2dan1	na2dan1	['na', 'dan']	2	5	5	
na2he4	na2he4	['na', 'he']	2	4	4	
xi1lu4	xi1lu4	['xi', 'lu']	2	4	4	
la1wu2	la1wu2	['la', 'wu']	2	4	4	
fa3le4	fa3le4	['fa', 'le']	2	4	4	
xi1bai3	xi1b#3	['xi', 'bai']	2	5	4	
sha1la1	$a1la1	['sha', 'la']	2	5	4	
gai1nan2	g#1nan2	['gai', 'nan']	2	6	5	
ya4fa3sa1	ya4fa3sa1	['ya', 'fa', 'sa']	3	6	6	
shan3	$an3	['shan']	1	4	3	
la1mai4	la1m#4	['la', 'mai']	2	5	4	
ma3tu3sa3la1	ma3tu3sa3la1	['ma', 'tu', 'sa', 'la']	4	8	8	
yi3nuo4	yi3nuo4	['yi', 'nuo']	2	5	5	
ya3lie4	ya3lie4	['ya', 'lie']	2	5	5	
ma3le4lie4	ma3le4lie4	['ma', 'le', 'lie']	3	7	7	
yi3nuo2shi4	yi3nuo2$i4	['yi', 'nuo', 'shi']	3	8	7	
se4te4	se4te4	['se', 'te']	2	4	4	
ya4dang1	ya4daŋ1	['ya', 'dang']	2	6	5	
hua4mo2gui3	hua4mo2gui3	['hua', 'mo', 'gui']	3	8	8	
sha4	$a4	['sha']	1	3	2	
shi2jian4	$i2jian4	['shi', 'jian']	2	7	6	
cheng1zan4	$eŋ1zan4	['cheng', 'zan']	2	8	6	
ping2chang2	pjəŋ2$aŋ2	['ping', 'chang']	2	9	7	
da3kai1	da3k#1	['da', 'kai']	2	5	4	
pin2qiong2	pin2qioŋ2	['pin', 'qiong']	2	8	7	
bao4gao4	b#4g#4	['bao', 'gao']	2	6	4	
bei4lu3	b#4lu3	['bei', 'lu']	2	5	4	
ye1zhi4	ye1$i4	['ye', 'zhi']	2	5	4	
zi4you2	zi4y#2	['zi', 'you']	2	5	4	
yue4na4	ɥe4na4	['yue', 'na']	2	5	4	
zhi2shi4	$i2$i4	['zhi', 'shi']	2	6	4	
yin3	yin3	['yin']	1	3	3	
su2yu3	su2yu3	['su', 'yu']	2	4	4	
sai1	s#1	['sai']	1	3	2	
sa1le4fa3	sa1le4fa3	['sa', 'le', 'fa']	3	6	6	
nai3man4	n#3man4	['nai', 'man']	2	6	5	
nu4qi4	nu4qi4	['nu', 'qi']	2	4	4	
wei4ci3	w#4ci3	['wei', 'ci']	2	5	4	
hu2	hu2	['hu']	1	2	2	
shao1wei1	$#1w#1	['shao', 'wei']	2	7	4	
zheng3ye4	$eŋ3ye4	['zheng', 'ye']	2	7	5	
lao2li4	l#2li4	['lao', 'li']	2	5	4	
yi1cong2	yi1coŋ2	['yi', 'cong']	2	6	5	
xian3xie1	xian3xie1	['xian', 'xie']	2	7	7	
long3	loŋ3	['long']	1	4	3	
fa3	fa3	['fa']	1	2	2	
wa3	wa3	['wa']	1	2	2	
fei1chang2	f#1$aŋ2	['fei', 'chang']	2	8	5	
yuan4yan2	ɥæn4yan2	['yuan', 'yan']	2	7	6	
shao4	$#4	['shao']	1	4	2	
lie3	lie3	['lie']	1	3	3	
chen2jiu3	$en2jiu3	['chen', 'jiu']	2	7	6	
cuo1	cuo1	['cuo']	1	3	3	
ba3bing3	ba3bjəŋ3	['ba', 'bing']	2	6	6	
tian1xuan3	tian1xuan3	['tian', 'xuan']	2	8	8	
chan2mo	$an2mo	['chan', 'mo']	2	6	5	
xiao4	xi#4	['xiao']	1	4	3	
ju4jue2	ju4jue2	['ju', 'jue']	2	5	5	
tiao4yue4	ti#4ɥe4	['tiao', 'yue']	2	7	5	
chou2xie4	$#2xie4	['chou', 'xie']	2	7	5	
ci2bei1	ci2b#1	['ci', 'bei']	2	5	4	
sheng1dou3	$eŋ1d#3	['sheng', 'dou']	2	8	5	
yao2dong4	y#2doŋ4	['yao', 'dong']	2	7	5	
gai4zao4	g#4z#4	['gai', 'zao']	2	6	4	
hao3wei2you3	h#3w#2y#3	['hao', 'wei', 'you']	3	9	6	
sui2ji2	sui2ji2	['sui', 'ji']	2	5	5	
bao3gui4	b#3gui4	['bao', 'gui']	2	6	5	
feng1wen2	feŋ1wen2	['feng', 'wen']	2	7	6	
song4bin4	soŋ4bin4	['song', 'bin']	2	7	6	
gang4	gaŋ4	['gang']	1	4	3	
zai1huan4	z#1huan4	['zai', 'huan']	2	7	6	
kai1en1	k#1en1	['kai', 'en']	2	5	4	
hua2li4	hua2li4	['hua', 'li']	2	5	5	
ti2ku1	ti2ku1	['ti', 'ku']	2	4	4	
yan3lei4	yan3l#4	['yan', 'lei']	2	6	5	
ca1	ca1	['ca']	1	2	2	
zui3lian2lian2	zui3lian2lian2	['zui', 'lian', 'lian']	3	11	11	
qin1	qin1	['qin']	1	3	3	
wu2li4	wu2li4	['wu', 'li']	2	4	4	
zui3qin1	zui3qin1	['zui', 'qin']	2	6	6	
zhou1you2	$#1y#2	['zhou', 'you']	2	7	4	
lei3	l#3	['lei']	1	3	2	
jia1zai3	jia1z#3	['jia', 'zai']	2	6	5	
ku3sa1	ku3sa1	['ku', 'sa']	2	4	4	
su1sa1na2	su1sa1na2	['su', 'sa', 'na']	3	6	6	
cai2wu4	c#2wu4	['cai', 'wu']	2	5	4	
gong1ji3	goŋ1ji3	['gong', 'ji']	2	6	5	
zi1run4	zi1rwən4	['zi', 'run']	2	5	6	
zhong3zi3	$oŋ3zi3	['zhong', 'zi']	2	7	5	
shi4lian4	$i4lian4	['shi', 'lian']	2	7	6	
shan4liang2	$an4liaŋ2	['shan', 'liang']	2	9	7	
liang4guang1	liaŋ4guaŋ1	['liang', 'guang']	2	10	8	
wei1xian3	w#1xian3	['wei', 'xian']	2	7	6	
kuang2feng1	kuaŋ2feŋ1	['kuang', 'feng']	2	9	7	
ge2la1sen1	ge2la1sen1	['ge', 'la', 'sen']	3	7	7	
suo3lian4	suo3lian4	['suo', 'lian']	2	7	7	
wu2di3keng1	wu2di3keŋ1	['wu', 'di', 'keng']	3	8	7	
yong1	yoŋ1	['yong']	1	4	3	
maye1su1	maye1su1	['maye', 'su']	2	6	6	
jie4su4	jie4su4	['jie', 'su']	2	5	5	
sang4	saŋ4	['sang']	1	4	3	
mian4mao4	mian4m#4	['mian', 'mao']	2	7	6	
gai3bian4	g#3bian4	['gai', 'bian']	2	7	6	
tan2lun4	tan2lwən4	['tan', 'lun']	2	6	7	
qing1xing3	qjəŋ1xjəŋ3	['qing', 'xing']	2	8	8	
fen1li2	fen1li2	['fen', 'li']	2	5	5	
shang1hai4	$aŋ1h#4	['shang', 'hai']	2	8	5	
nan2yi3	nan2yi3	['nan', 'yi']	2	5	5	
wei1	w#1	['wei']	1	3	2	
zi4ye1su1	zi4ye1su1	['zi', 'ye', 'su']	3	6	6	
ju4ta1men	ju4ta1men	['ju', 'ta', 'men']	3	7	7	
cha1	$a1	['cha']	1	3	2	
nang2	naŋ2	['nang']	1	4	3	
gong1jia4	goŋ1jia4	['gong', 'jia']	2	7	6	
lin2jin4	lin2jin4	['lin', 'jin']	2	6	6	
xie1zi	xie1zi	['xie', 'zi']	2	5	5	
zuo1	zuo1	['zuo']	1	3	3	
ou3ran2	#3ran2	['ou', 'ran']	2	5	4	
bao1guo3	b#1guo3	['bao', 'guo']	2	6	5	
sheng1kou	$eŋ1k#	['sheng', 'kou']	2	8	5	
zhao4ying4	$#4yiŋ4	['zhao', 'ying']	2	8	5	
fei4yong4	f#4yoŋ4	['fei', 'yong']	2	7	5	
ma3da4	ma3da4	['ma', 'da']	2	4	4	
mei4zi	m#4zi	['mei', 'zi']	2	5	4	
zuo	zuo	['zuo']	1	3	3	
mang2luan4	maŋ2luan4	['mang', 'luan']	2	8	7	
zai4yi4	z#4yi4	['zai', 'yi']	2	5	4	
fan2rao3	fan2r#3	['fan', 'rao']	2	6	5	
xuan3ze2	xuan3ze2	['xuan', 'ze']	2	6	6	
yun2yun2wo3men	yun2yun2wo3men	['yun', 'yun', 'wo', 'men']	4	11	11	
kui1qian4	kui1qian4	['kui', 'qian']	2	7	7	
ju4ye1su1	ju4ye1su1	['ju', 'ye', 'su']	3	6	6	
jiao3rao3	ji#3r#3	['jiao', 'rao']	2	7	5	
guan1bi4	guan1bi4	['guan', 'bi']	2	6	6	
po4qie4	po4qie4	['po', 'qie']	2	5	5	
ji1dan4	ji1dan4	['ji', 'dan']	2	5	5	
chang3	$aŋ3	['chang']	1	5	3	
pi1gua4	pi1gua4	['pi', 'gua']	2	5	5	
zhu4zhai2	$u4$#2	['zhu', 'zhai']	2	7	4	
kui1jia3	kui1jia3	['kui', 'jia']	2	6	6	
bing1qi4	bjəŋ1qi4	['bing', 'qi']	2	6	6	
zang1	zaŋ1	['zang']	1	4	3	
ru3	ru3	['ru']	1	2	2	
di4yin4zi	di4yin4zi	['di', 'yin', 'zi']	3	7	7	
zong3shi4	zoŋ3$i4	['zong', 'shi']	2	7	5	
xing3cha2	xjəŋ3$a2	['xing', 'cha']	2	7	6	
yun2xiang1	yun2xiaŋ1	['yun', 'xiang']	2	8	7	
cai4shu1	c#4$u1	['cai', 'shu']	2	6	4	
shou3wei4	$#3w#4	['shou', 'wei']	2	7	4	
xiu1zao4	xiu1z#4	['xiu', 'zao']	2	6	5	
zhi1shi	$i1$i	['zhi', 'shi']	2	6	4	
zu3dang3	zu3daŋ3	['zu', 'dang']	2	6	5	
cui1bi1	cui1bi1	['cui', 'bi']	2	5	5	
si1xia4	si1xia4	['si', 'xia']	2	5	5	
kui1	kui1	['kui']	1	3	3	
you	y#	['you']	1	3	2	
fu4er3	fu4er3	['fu', 'er']	2	4	4	
wang4ji4	waŋ4ji4	['wang', 'ji']	2	6	5	
guan1fu3	guan1fu3	['guan', 'fu']	2	6	6	
fen1su4	fen1su4	['fen', 'su']	2	5	5	
zhi3jiao4	$i3ji#4	['zhi', 'jiao']	2	7	5	
xiong1zhang3	xioŋ1$aŋ3	['xiong', 'zhang']	2	10	7	
tan1xin1	tan1xin1	['tan', 'xin']	2	6	6	
zai4hu	z#4hu	['zai', 'hu']	2	5	4	
jia1dao4	jia1d#4	['jia', 'dao']	2	6	5	
feng1fu4	feŋ1fu4	['feng', 'fu']	2	6	5	
feng1sheng4	feŋ1$eŋ4	['feng', 'sheng']	2	9	6	
chu1chan3	$u1$an3	['chu', 'chan']	2	7	5	
shou1cang2	$#1caŋ2	['shou', 'cang']	2	8	5	
liang2shi	liaŋ2$i	['liang', 'shi']	2	8	6	
ji1cun2	ji1cwən2	['ji', 'cun']	2	5	6	
an1yi4	an1yi4	['an', 'yi']	2	4	4	
chi1he1kuai4le4	$i1he1ku#4le4	['chi', 'he', 'kuai', 'le']	4	11	9	
wu1ye1	wu1ye1	['wu', 'ye']	2	4	4	
hun1yin1	hwən1yin1	['hun', 'yin']	2	6	7	
guan3jia	guan3jia	['guan', 'jia']	2	7	7	
chi1he2zui4jiu3	$i1he2zui4jiu3	['chi', 'he', 'zui', 'jiu']	4	11	10	
ze2	ze2	['ze']	1	2	2	
guo3ran2	guo3ran2	['guo', 'ran']	2	6	6	
