char	char_n	com_n	stroke_n	
发抖	2	3	12	
向来	2	3	13	
走路	2	5	20	
普	1	3	12	
有神	2	3	15	
随着	2	5	22	
方言	2	6	11	
毒物	2	4	17	
受害	2	6	18	
到处	2	4	13	
证实	2	5	15	
阿非	2	4	15	
罗大人	3	4	13	
笔	1	2	10	
亲眼	2	4	20	
详细	2	4	16	
考察	2	5	20	
次序	2	4	13	
确实	2	5	20	
亚比雅班里	5	9	39	
亚伦	2	5	12	
后人	2	4	8	
利沙伯	3	6	21	
礼仪	2	4	10	
生育	2	3	13	
年纪	2	4	12	
老迈	2	4	12	
班次	2	5	16	
职分	2	5	15	
掣	1	3	12	
签	1	3	13	
主殿	2	6	18	
烧香	2	5	19	
出世	2	3	10	
喜	1	3	12	
乐	1	2	5	
淡酒	2	5	21	
浓	1	2	9	
母	1	1	5	
以色列人	4	7	18	
心志	2	3	11	
转向	2	4	14	
逆	1	3	9	
合用	2	5	11	
信息	2	4	19	
这话	2	4	15	
异	1	2	16	
打手	2	3	9	
式	1	2	6	
供职	2	6	19	
月	1	1	4	
眷顾	2	5	21	
看待	2	5	18	
羞耻	2	4	20	
除掉	2	7	20	
第六	2	5	15	
名字	2	4	12	
蒙大恩	3	8	26	
反复	2	5	13	
问安	2	4	12	
蒙恩	2	7	23	
他祖大卫	4	6	20	
各家	2	4	16	
穷尽	2	4	13	
出嫁	2	5	18	
况且	2	4	12	
亲戚	2	5	20	
年老	2	4	12	
胎	1	3	9	
情愿	2	6	25	
山地	2	3	14	
利沙伯安	4	8	27	
跳动	2	5	19	
高声	2	6	17	
相信	2	4	18	
顾念	2	5	18	
卑微	2	6	21	
万代	2	3	8	
世世代代	4	6	20	
膀臂	2	6	31	
施展	2	6	19	
狂傲	2	5	19	
妄想	2	5	19	
卑贱	2	3	17	
升高	2	5	14	
美食	2	4	18	
富足	2	6	19	
扶助	2	4	14	
施	1	3	9	
列祖	2	4	15	
产	1	1	6	
邻里	2	3	14	
亲族	2	5	20	
欢乐	2	4	11	
第八	2	4	13	
他撒	2	6	20	
他约翰	3	7	27	
写字	2	5	11	
舒展	2	7	22	
居住	2	5	15	
赎	1	3	12	
家中	2	3	14	
手中	2	2	8	
终身	2	4	15	
坦然	2	6	20	
惧	1	3	11	
圣洁	2	5	14	
恩	1	4	10	
心肠	2	3	11	
清晨	2	4	22	
日光	2	3	10	
强健	2	6	22	
显明	2	4	17	
人民	2	2	7	
报名	2	4	13	
上册	2	3	8	
居里	2	4	15	
扭	1	2	7	
聘	1	3	13	
身孕	2	3	12	
用布	2	4	10	
包	1	2	5	
槽	1	3	15	
客店	2	6	17	
羊群	2	4	19	
荣光	2	4	15	
大喜	2	4	15	
关乎	2	3	12	
记号	2	4	11	
大队	2	3	7	
天兵	2	3	11	
升天	2	2	8	
瑟	1	3	13	
既然	2	5	21	
传开	2	3	10	
存在	2	4	12	
八	1	1	2	
摩西律法	4	7	38	
头生	2	2	10	
男子	2	3	10	
班	1	3	10	
鸠	1	2	7	
雏	1	3	13	
鸽	1	4	11	
西面	2	6	15	
虔诚	2	4	18	
素常	2	5	21	
盼望	2	6	20	
得了	2	5	13	
启示	2	5	12	
办理	2	3	15	
安然	2	5	18	
话柄	2	4	17	
内力	2	3	6	
寡居	2	7	22	
八十四	3	5	9	
称谢	2	6	22	
每年	2	4	13	
仍旧	2	4	11	
同行	2	6	12	
路程	2	6	25	
熟识	2	8	22	
教师	2	5	17	
一面	2	6	10	
应对	2	4	12	
伤心	2	4	10	
回到	2	5	14	
顺从	2	4	13	
增长	2	6	19	
第十五	3	5	17	
力作	2	3	9	
土利亚	3	5	16	
特拉可尼	4	9	28	
吕撒	2	6	21	
聂作亚	3	7	23	
比利	2	3	11	
洼	1	3	9	
填	1	4	13	
大小	2	2	6	
山冈	2	3	12	
削平	2	4	14	
弯弯曲曲	4	6	30	
正直	2	4	13	
高低	2	6	17	
平坦	2	4	13	
例	1	3	8	
强暴	2	7	27	
讹诈	2	5	14	
钱粮	2	4	23	
知足	2	4	15	
指望	2	6	20	
猜疑	2	6	28	
形状	2	4	13	
开头	2	2	9	
依	1	2	8	
看来	2	3	16	
希里	2	4	14	
玛塔	2	7	19	
麦基	2	5	18	
玛他提亚	4	8	30	
亚摩斯	3	7	33	
鸿	1	3	11	
是以	2	4	13	
斯利	2	5	19	
押	1	2	18	
美	1	2	9	
约亚	2	4	12	
利撒	2	6	22	
尼利	2	4	12	
哥桑	2	8	20	
珥	1	2	10	
令	1	3	5	
缅	1	2	12	
南	1	4	9	
米利亚	3	5	19	
玛达他	3	6	18	
亚兰	2	5	11	
鹤	1	2	15	
鹿	1	3	11	
吴	1	2	7	
法勒	2	4	19	
希伯	2	5	14	
沙拉	2	4	15	
亚法撒	3	8	29	
闪	1	2	5	
麦	1	2	7	
玛土撒	3	7	25	
诺	1	4	10	
雅列	2	4	18	
玛勒	2	4	18	
塞特	2	7	23	
亚当	2	4	12	
霎时间	3	7	30	
称赞	2	8	26	
平常	2	4	16	
打开	2	3	9	
找到	2	4	15	
贫穷	2	5	15	
报告	2	4	14	
掳	1	3	11	
压制	2	4	14	
自由	2	3	11	
悦	1	4	10	
禧	1	4	16	
书卷	2	3	12	
交还	2	4	13	
执	1	2	14	
恩言	2	8	17	
俗语	2	5	18	
实话	2	5	16	
闭塞	2	6	19	
零六	2	4	17	
利沙	2	4	14	
缦	1	4	14	
怒气	2	6	13	
精	1	2	14	
唉	1	3	10	
医	1	2	7	
有鬼	2	3	15	
天亮	2	5	13	
留住	2	5	17	
湖边	2	6	17	
湾	1	3	12	
撑	1	4	15	
稍微	2	8	25	
离岸	2	7	19	
水深	2	5	15	
整夜	2	6	24	
劳力	2	3	9	
依从	2	4	12	
险些	2	7	17	
膝	1	4	15	
伙伴	2	4	13	
拢	1	2	8	
满身	2	4	20	
教法	2	5	19	
师	1	2	6	
瓦	1	1	4	
正在	2	4	11	
满心	2	4	17	
非常	2	4	19	
怨言	2	7	16	
撕下	2	6	18	
撕破	2	6	25	
陈酒	2	4	17	
陈	1	2	7	
搓	1	3	12	
把柄	2	4	16	
挑选	2	5	18	
太和	2	3	12	
卖主	2	4	13	
一块	2	3	8	
平地	2	3	11	
缠	1	3	13	
笑	1	2	10	
拒绝	2	4	16	
跳跃	2	4	24	
连里	2	3	14	
不用	2	3	9	
酬谢	2	5	25	
善待	2	6	21	
如数	2	5	19	
慈悲	2	6	25	
十足	2	3	9	
连摇	2	5	20	
尖	1	2	6	
下流	2	4	13	
怀里	2	3	14	
蒺	1	3	13	
摇动	2	6	19	
土地	2	3	9	
宝贵	2	4	17	
风闻	2	4	13	
不配	2	3	14	
说来	2	5	16	
转身	2	3	15	
城门	2	3	12	
独生	2	3	14	
送殡	2	7	23	
杠	1	2	7	
受灾	2	5	15	
恶鬼	2	4	19	
开恩	2	5	14	
叫好	2	4	11	
华丽	2	6	13	
宴	1	3	10	
度日	2	4	13	
大过	2	3	9	
神为义	3	4	16	
二十九三十	5	8	11	
啼哭	2	6	22	
喝酒	2	5	22	
挨着	2	5	21	
眼泪	2	4	19	
湿	1	3	12	
擦	1	4	17	
连连	2	4	14	
债主	2	5	15	
五十两	3	3	13	
五两	2	2	11	
无力	2	2	6	
不住	2	3	11	
周游	2	7	20	
累	1	2	11	
苏	1	2	7	
财物	2	4	15	
供给	2	7	17	
滋润	2	7	22	
生长	2	2	9	
明	1	2	8	
种子	2	3	12	
试	1	3	8	
炼就	2	6	21	
退后	2	5	15	
走开	2	3	11	
今生	2	2	9	
成熟	2	6	21	
持	1	3	9	
善良	2	5	19	
亮光	2	6	15	
湖	1	4	12	
危险	2	6	15	
狂风	2	4	11	
风浪	2	4	14	
锁链	2	6	24	
湖里	2	5	19	
四围	2	5	12	
独生女	3	4	17	
拥	1	2	8	
紧	1	3	10	
战战兢兢	4	18	46	
当着	2	4	17	
古时	2	4	12	
平	1	1	5	
借宿	2	6	21	
每	1	2	7	
大约	2	3	9	
五十	2	2	6	
此行	2	5	12	
面貌	2	8	23	
改变	2	4	15	
谈论	2	6	16	
清醒	2	5	27	
分离	2	6	14	
独生子	3	4	17	
伤害	2	6	16	
难以	2	4	14	
威荣	2	4	18	
上升	2	3	7	
意向	2	4	19	
面向	2	7	15	
数字	2	5	19	
救人	2	3	13	
五十五	3	3	10	
五十六	3	4	10	
犁	1	3	11	
囊	1	5	22	
不然	2	4	16	
工价	2	4	9	
搬	1	3	13	
临近	2	5	16	
粘	1	3	11	
伯赛大阿	4	10	31	
蝎子	2	4	18	
胜过	2	4	15	
记录	2	4	13	
剥	1	3	10	
偶然	2	5	23	
上前	2	5	12	
包裹	2	5	19	
牲口	2	3	12	
店	1	3	8	
照应	2	6	20	
店主	2	5	13	
此外	2	4	11	
费用	2	4	14	
马大	2	2	6	
妹子	2	3	11	
忙乱	2	4	13	
在意	2	4	19	
烦扰	2	4	17	
选择	2	6	17	
上好	2	4	9	
福分	2	6	17	
云云	2	4	8	
亏欠	2	4	7	
搅扰	2	6	19	
关闭	2	4	12	
情	1	2	11	
词	1	2	7	
迫切	2	4	12	
鸡蛋	2	4	18	
败落	2	6	20	
披挂	2	5	17	
住宅	2	4	17	
平安无事	4	7	23	
壮	1	2	6	
盔甲	2	4	16	
兵器	2	7	23	
赃	1	3	10	
乳	1	3	8	
不如	2	3	10	
开讲	2	3	10	
地窨子	3	5	23	
总是	2	5	18	
省察	2	5	23	
毫无	2	5	15	
全然	2	5	18	
明光	2	4	14	
饭前	2	6	16	
芸香	2	5	16	
菜蔬	2	6	26	
那公义	3	5	13	
爱神	2	5	19	
糟蹋	2	6	34	
修造	2	6	19	
那先知	3	6	20	
可见	2	3	9	
智者	2	5	20	
知识	2	5	15	
阻挡	2	5	16	
催逼	2	7	25	
私下	2	4	10	
窥	1	3	13	
这时	2	4	14	
几万	2	2	5	
内室	2	4	13	
附耳	2	4	13	
二分	2	4	6	
忘记	2	4	12	
官府	2	5	16	
诉	1	2	7	
指教	2	6	20	
兄长	2	3	9	
免去	2	5	12	
贪心	2	3	12	
不在乎	3	4	16	
家道	2	4	24	
丰富	2	5	16	
田产	2	4	11	
丰盛	2	3	15	
出产	2	3	11	
收藏	2	5	23	
怎么办	3	4	16	
仓房	2	4	12	
粮食	2	4	22	
积存	2	5	16	
多年	2	4	12	
安安	2	4	12	
逸	1	2	11	
积	1	3	10	
乌鸦	2	3	13	
库	1	2	7	
要求	2	3	16	
蛀	1	2	11	
婚姻	2	6	20	
管家	2	5	24	
责	1	2	8	
阵雨	2	3	14	
果然	2	5	20	
南风	2	6	13	
燥热	2	8	27	
为何	2	4	11	
务	1	2	5	
了结	2	4	11	
搀杂	2	5	18	
西罗亚	3	5	20	
十八	2	2	4	
管园	2	6	21	
占地	2	4	11	
今年	2	3	10	
加上	2	4	8	
粪	1	3	12	
弯	1	2	9	
忿	1	3	8	
六日	2	3	8	
之内	2	3	7	
求医	2	3	14	
饮	1	2	7	
敌人	2	3	12	
惭愧	2	5	23	
园子	2	4	10	
北	1	1	5	
前行	2	6	15	
水臌	2	3	21	
井	1	1	4	
对答	2	6	17	
择	1	3	8	
赴	1	2	9	
让座	2	6	15	
羞	1	2	10	
羞惭	2	5	21	
惭	1	3	11	
光彩	2	5	17	
午饭	2	5	11	
晚饭	2	5	18	
残废	2	4	17	
同音	2	5	15	
辞	1	2	13	
大街小巷	4	10	27	
空	1	2	8	
算计	2	5	18	
花费	2	5	16	
地基	2	5	17	
成功	2	3	11	
笑话	2	4	18	
完工	2	4	10	
酌量	2	5	22	
二万	2	3	5	
条款	2	5	19	
堆	1	2	11	
挨近	2	5	17	
撇	1	3	14	
扛	1	2	6	
较	1	3	10	
失落	2	5	17	
细细	2	4	16	
应得	2	6	18	
远方	2	5	11	
浪费	2	4	19	
赀	1	3	10	
耗尽	2	4	16	
遇	1	2	12	
穷苦	2	5	15	
投靠	2	5	22	
恨不得	3	7	24	
豆荚	2	5	16	
充饥	2	4	11	
醒悟	2	6	26	
口粮	2	3	16	
戒指	2	5	16	
肥牛	2	3	12	
犊	1	2	12	
离家	2	6	20	
作乐	2	4	12	
违背	2	4	16	
牛犊	2	3	16	
交代	2	4	11	
锄	1	3	12	
怕羞	2	4	18	
篓	1	3	15	
斤	1	1	4	
账	1	2	8	
八十	2	2	4	
夸奖	2	6	15	
世事	2	4	13	
之上	2	3	6	
更加	2	3	12	
结交	2	5	15	
永存	2	3	21	
帐幕	2	6	20	
真实	2	6	18	
托付	2	4	11	
憎恶	2	7	25	
人人	2	2	4	
落空	2	6	20	
紫色	2	5	18	
奢华	2	6	17	
拉撒	2	6	23	
疮	1	3	9	
舔	1	3	14	
痛苦	2	6	20	
望见	2	4	15	
祖亚伯拉罕	5	11	37	
凉	1	4	10	
火焰	2	4	16	
回想	2	6	19	
生前	2	4	14	
深渊	2	7	22	
限定	2	4	16	
祖	1	2	9	
劝戒	2	4	11	
增	1	5	15	
桑树	2	7	19	
耕地	2	4	16	
放羊	2	3	14	
带子	2	4	12	
谢谢	2	6	24	
九	1	1	2	
外族人	3	6	18	
巴不得	3	6	19	
耕种	2	4	19	
硫磺	2	4	28	
救活	2	4	20	
灰心	2	3	10	
尊重	2	4	21	
伸冤	2	4	17	
呼吁	2	4	14	
纵然	2	6	19	
终久	2	4	11	
德	1	5	15	
藐视	2	6	25	
自言自语	4	11	28	
礼拜	2	4	14	
捐	1	3	10	
倒算	2	6	24	
人为	2	2	6	
懂得	2	7	26	
一路	2	4	14	
矮	1	3	13	
爬	1	2	8	
这家	2	4	17	
贵胄	2	4	18	
锭	1	3	13	
弥	1	3	8	
生意	2	3	18	
手巾	2	2	7	
严厉	2	6	12	
放下	2	4	11	
银行	2	5	17	
和平	2	3	13	
巴	1	1	4	
关系	2	4	13	
无奈	2	3	12	
筑	1	3	12	
垒	1	4	9	
环绕	2	5	17	
困	1	3	7	
扫	1	2	6	
尊长	2	4	16	
侧耳	2	4	14	
商量	2	6	23	
奸细	2	4	14	
装作	2	5	19	
政权	2	4	15	
之下	2	3	6	
正道	2	4	19	
诗篇	2	5	23	
项	1	2	9	
扰乱	2	4	14	
惊惶	2	7	23	
瘟疫	2	5	23	
可怕	2	4	13	
立定	2	4	13	
口才	2	2	6	
驳	1	3	7	
损坏	2	5	17	
围困	2	5	14	
震怒	2	5	24	
各国	2	5	14	
日月星辰	4	5	24	
兆	1	1	6	
邦国	2	5	14	
响声	2	5	16	
慌	1	4	12	
魂	1	3	13	
挺身	2	4	16	
昂首	2	5	17	
网罗	2	5	14	
时时	2	4	14	
每日	2	3	11	
应允	2	4	11	
须	1	2	9	
接过	2	5	17	
饭后	2	6	13	
预定	2	4	18	
掌权	2	5	18	
年幼	2	4	11	
磨炼	2	4	25	
筛	1	3	12	
不至于	3	4	13	
回头	2	4	11	
坚固	2	7	15	
甘心	2	2	9	
那么	2	3	9	
力量	2	4	14	
伤痛	2	6	18	
恳切	2	4	14	
汗珠	2	4	16	
滴	1	4	14	
就近	2	6	19	
光景	2	6	18	
右耳	2	3	11	
地步	2	3	13	
宅	1	2	10	
神权	2	4	15	
亲口	2	3	12	
亲自	2	4	15	
国民	2	4	13	
查	1	3	9	
煽惑	2	6	26	
遍地	2	4	18	
久已	2	2	6	
仇	1	2	4	
审问	2	4	14	
查出	2	5	14	
故此	2	5	15	
劝解	2	5	17	
定案	2	5	18	
啕	1	3	11	
未曾	2	5	17	
怀胎	2	5	16	
向大山	3	4	17	
向小山	3	4	17	
汁	1	2	6	
带来	2	4	16	
处死	2	5	11	
希利尼罗马	5	10	30	
希伯来	3	6	21	
文字	2	4	10	
应声	2	4	14	
受刑	2	5	14	
应该	2	4	15	
乐园	2	5	12	
远远	2	6	14	
为人	2	2	6	
谋	1	3	11	
后面	2	8	15	
香料	2	4	19	
黎明	2	6	23	
惊	1	4	11	
胡言	2	7	15	
低头	2	3	12	
忤	1	3	7	
斯	1	3	12	
二十五	3	4	8	
迷糊	2	6	24	
行事	2	6	14	
而且	2	2	11	
迟钝	2	4	16	
讲解	2	5	19	
火热	2	4	14	
现	1	2	8	
掰	1	4	12	
烦	1	2	10	
疑念	2	6	25	
骨	1	2	9	
肉	1	2	6	
片	1	1	4	
摩西的律法	5	9	46	
心窍	2	4	14	
举手	2	4	13	
光照	2	6	19	
接受	2	6	19	
情欲	2	4	22	
人意	2	3	15	
肉身	2	3	13	
充	1	2	6	
恩典	2	6	18	
真理	2	5	21	
本来	2	3	12	
丰满	2	4	17	
加恩	2	6	15	
覆	1	5	18	
大巴	2	2	7	
喇	1	3	12	
约翰施	3	8	31	
羔羊	2	3	16	
除去	2	5	14	
背负	2	4	15	
罪孽	2	6	32	
再次	2	3	12	
申	1	1	5	
弥赛亚	3	9	28	
约翰马	3	6	25	
十六	2	3	6	
十七	2	2	4	
矶	1	2	7	
彼得同城	4	11	34	
业	1	3	5	
实实在在	4	10	28	
见天	2	2	8	
迦	1	3	8	
用尽	2	4	11	
缸	1	2	9	
桶	1	4	11	
舀	1	2	10	
绳子	2	3	14	
作成	2	3	13	
鞭子	2	4	21	
推翻	2	5	29	
焦急	2	5	21	
建立	2	4	13	
四十六	3	6	11	
造成	2	4	16	
尼哥底	3	8	23	
师傅	2	5	18	
重生	2	2	14	
从灵生	3	5	16	
世	1	1	5	
世间	2	3	12	
冷	1	2	7	
新妇	2	5	18	
满足	2	5	20	
兴旺	2	4	14	
衰微	2	8	23	
乎	1	1	6	
所见所闻	4	7	29	
印	1	2	5	
限量	2	5	20	
父爱	2	5	14	
信子	2	3	12	
不信子	3	4	16	
比约翰	3	6	26	
其实	2	5	16	
旁	1	1	10	
恩赐	2	7	22	
早	1	2	12	
活水	2	3	13	
牲畜	2	4	19	
泉源	2	6	22	
涌	1	3	10	
真正	2	5	15	
水罐	2	6	27	
莫非	2	4	18	
其间	2	4	15	
救世主	3	5	21	
过节	2	4	11	
患病	2	4	21	
昨日	2	3	13	
全家	2	4	16	
池子	2	3	9	
叫作	2	4	12	
毕	1	2	6	
廊子	2	4	14	
时下	2	4	10	
搅动	2	7	18	
三十八	3	5	7	
躲开	2	4	17	
犯罪	2	4	18	
平等	2	4	17	
子才能	3	6	16	
差子	2	3	12	
信差	2	4	18	
定罪	2	4	21	
看作	2	4	16	
公平	2	3	9	
明灯	2	4	14	
查考	2	5	15	
互相	2	4	13	
仰赖	2	6	19	
哩	1	2	10	
试验	2	6	18	
不够	2	5	15	
大麦	2	3	10	
下海	2	5	13	
大作	2	3	10	
翻腾	2	6	31	
印证	2	4	12	
不是	2	3	13	
必定	2	3	13	
末日	2	2	9	
子而信	3	4	18	
吸引	2	4	10	
学习	2	4	11	
倘或	2	7	18	
人子升	3	3	9	
无益	2	4	14	
扬名	2	4	12	
暗处	2	4	18	
方便	2	4	13	
似乎	2	3	12	
暗	1	2	13	
纷纷	2	6	14	
立志	2	4	12	
祖先	2	4	15	
官长	2	3	12	
由于	2	2	8	
下手	2	3	7	
流出	2	4	15	
江河	2	5	14	
尚未	2	4	13	
本乡	2	3	8	
因着	2	4	17	
本人	2	3	7	
口供	2	4	11	
老到	2	4	14	
判断	2	4	18	
库房	2	4	15	
自尽	2	4	12	
举起	2	5	19	
奴仆	2	4	9	
偏	1	2	11	
说谎	2	8	20	
躲藏	2	6	30	
人生	2	2	7	
作为	2	3	11	
泥	1	3	8	
带到	2	5	17	
纷争	2	5	13	
等到	2	5	20	
方才	2	3	7	
奇怪	2	6	16	
敬奉	2	6	20	
羊圈	2	5	17	
放出	2	4	13	
生人	2	2	7	
出入	2	3	7	
盗贼	2	6	21	
偷窃	2	7	20	
合成	2	4	12	
取回	2	5	14	
命令	2	6	13	
廊	1	3	11	
犹疑	2	6	24	
个人	2	2	5	
神道	2	4	23	
自称	2	5	16	
但约翰	3	8	29	
姐姐	2	4	16	
姊妹	2	4	15	
居	1	3	8	
近来	2	3	14	
悲叹	2	4	17	
臭	1	2	10	
来看	2	3	16	
人行	2	4	8	
罗马	2	3	11	
本年	2	4	11	
替	1	3	12	
通国	2	6	18	
四散	2	6	17	
显然	2	5	21	
莲	1	3	10	
节前	2	5	14	
香气	2	5	13	
三十两	3	5	12	
挂念	2	5	17	
棕	1	3	12	
呼唤	2	4	18	
徒劳无益	4	8	31	
爱惜	2	6	21	
就要	2	6	21	
保守	2	5	15	
打雷	2	4	18	
主叫	2	4	10	
盆	1	3	9	
挨	1	3	10	
澡	1	5	16	
榜样	2	4	24	
大于	2	2	6	
踢	1	3	15	
猜	1	2	11	
侧身	2	4	15	
点头	2	4	14	
就势	2	7	20	
胸膛	2	8	25	
应用	2	4	12	
相爱	2	5	19	
住处	2	4	12	
主将	2	5	14	
长久	2	2	7	
即	1	2	7	
保惠	2	5	21	
训	1	2	5	
慰	1	4	15	
孤儿	2	3	10	
栽培	2	5	21	
枝子	2	3	11	
剪	1	4	11	
修理	2	5	20	
无可	2	3	9	
推诿	2	5	21	
无故	2	4	13	
现今	2	3	12	
真情	2	5	21	
有益	2	4	16	
领会	2	5	17	
引导	2	4	10	
变为	2	3	12	
苦楚	2	6	21	
再见	2	2	10	
苦难	2	5	18	
凡是	2	3	12	
圣父	2	4	9	
合而为一	4	6	17	
创立	2	5	11	
汲	1	2	6	
沦	1	3	7	
溪	1	4	13	
队	1	2	4	
灯笼	2	4	17	
火把	2	3	11	
马勒古	3	5	19	
岳父	2	4	12	
炭火	2	4	13	
暗地里	3	5	26	
染	1	3	9	
为此	2	3	10	
忠臣	2	3	14	
背叛	2	5	18	
华	1	3	6	
厄巴	2	3	8	
相近	2	4	16	
分为	2	3	8	
四分	2	5	9	
上下	2	4	6	
织成	2	4	14	
打断	2	4	16	
腿	1	3	13	
枪	1	3	8	
扎	1	2	4	
肋	1	2	6	
允	1	2	4	
前夜	2	6	17	
沉香	2	5	16	
殡葬	2	9	26	
主从	2	4	9	
头巾	2	2	8	
白衣	2	3	11	
移	1	3	11	
我非	2	3	15	
手上	2	3	7	
痕	1	2	11	
八日	2	2	6	
拿人	2	5	12	
身子	2	2	10	
二百	2	4	8	
尺	1	1	4	
今	1	1	4	
小船	2	4	14	
共	1	2	6	
一百五十三	5	8	16	
早饭	2	5	19	
喂养	2	5	21	
往来	2	3	15	
何干	2	4	10	
记载	2	4	15	
一一	2	2	2	
罗阿	2	5	15	
凭据	2	7	19	
活活	2	4	18	
楼房	2	5	21	
恒	1	4	9	
一百二十	4	6	11	
职	1	3	11	
任	1	2	6	
肠子	2	3	10	
革大	2	4	12	
始终	2	6	16	
作伴	2	4	14	
选举	2	6	18	
马提亚	3	5	21	
指明	2	5	17	
出马	2	3	8	
旬	1	2	6	
别国	2	6	15	
响	1	3	9	
乡谈	2	4	13	
纳闷	2	4	14	
帕提亚	3	6	26	
玛代	2	4	12	
拦	1	4	8	
波	1	2	8	
大米	2	2	9	
加帕多	3	6	19	
亚西亚	3	5	18	
吕	1	2	6	
彼	1	2	8	
犹太教	3	6	22	
亚拉伯	3	6	21	
谈	1	3	10	
灌	1	5	20	
浇灌	2	8	29	
要说	2	6	18	
老年人	3	5	14	
出神	2	4	14	
烟雾	2	6	23	
明显	2	4	17	
求告	2	3	14	
旨	1	2	6	
无法	2	3	12	
解释	2	6	25	
拘禁	2	6	21	
眼前	2	5	20	
安居	2	5	14	
朽	1	2	6	
先祖	2	4	15	
埋	1	2	10	
既是	2	4	18	
高举	2	7	19	
劝勉	2	4	13	
弯曲	2	3	15	
三千	2	4	6	
恒心	2	5	13	
交接	2	5	17	
公用	2	4	9	
彼得约翰	4	11	41	
留意	2	5	23	
踝子骨	3	5	27	
健壮	2	5	16	
彼拉多定	4	8	30	
不知	2	3	12	
涂抹	2	5	18	
那安舒	3	8	24	
灭绝	2	4	14	
上万	2	3	6	
本着	2	4	16	
烦恼	2	6	19	
男丁	2	3	9	
治民	2	4	13	
残疾人	3	5	21	
怎么得了	4	8	25	
胆量	2	6	21	
学问	2	5	14	
惟恐	2	5	21	
恐吓	2	5	16	
不能不	3	6	18	
一番	2	3	13	
会友	2	4	10	
闹	1	3	8	
虚妄	2	4	17	
臣宰	2	3	16	
圣仆	2	4	9	
鉴	1	3	13	
察	1	3	14	
一心一意	4	5	19	
劝慰	2	6	19	
私自	2	4	13	
欺	1	3	12	
哄	1	3	9	
作主	2	4	12	
哄人	2	4	11	
贴近	2	5	16	
增添	2	8	26	
影	1	5	15	
忌恨	2	4	16	
禀报	2	7	20	
监牢	2	5	17	
犯难	2	4	15	
木头	2	2	9	
迦玛列	3	7	21	
敬重	2	5	21	
中站	2	4	14	
自夸	2	5	12	
四百	2	5	11	
此后	2	5	12	
有加利	3	5	18	
引诱	2	5	13	
败坏	2	4	15	
倒是	2	5	19	
攻击	2	4	12	
算是	2	5	23	
受辱	2	5	18	
忽略	2	5	19	
饭食	2	5	16	
合宜	2	5	14	
选出	2	5	14	
充足	2	4	13	
专心	2	2	8	
大众	2	4	9	
伯罗哥罗	4	10	33	
巴米	2	2	10	
并进	2	3	13	
安提阿	3	7	25	
尼哥拉	3	8	23	
信从	2	4	13	
恩惠	2	6	22	
基利	2	5	18	
耸	1	3	10	
糟	1	3	17	
践	1	2	12	
规	1	2	8	
诸位	2	5	17	
父兄	2	4	9	
当日	2	3	10	
哈兰	2	7	14	
迦勒底	3	7	27	
立足之地	4	7	21	
百年	2	4	12	
惩罚	2	6	21	
王法	2	3	12	
法老	2	4	14	
宰相	2	4	19	
兼管	2	4	24	
艰难	2	4	18	
初次	2	4	13	
七十五	3	3	8	
于是雅	3	5	24	
示	1	3	5	
剑	1	3	9	
哈	1	4	9	
抹子	2	3	11	
孙	1	2	6	
许亚伯拉罕	5	12	34	
兴盛	2	4	17	
众多	2	5	12	
宗族	2	5	19	
存活	2	4	15	
俊美	2	6	18	
非凡	2	2	11	
抚养	2	4	16	
才能	2	5	13	
看望	2	5	20	
冤屈	2	5	18	
护	1	2	7	
欺压	2	5	18	
报仇	2	4	11	
搭救	2	7	23	
争斗	2	3	10	
欺负	2	5	18	
推开	2	3	15	
昨天	2	3	13	
寄	1	4	11	
居于	2	4	11	
甸	1	2	7	
西乃山	3	3	16	
红海	2	5	16	
会	1	3	6	
活泼	2	4	17	
言传	2	6	13	
不肯	2	3	12	
神像	2	4	22	
引路	2	5	17	
工作	2	3	10	
转脸	2	5	19	
不顾	2	4	14	
奉天	2	3	12	
牺牲	2	4	19	
摩洛	2	5	24	
番	1	2	12	
柜	1	2	8	
相继	2	4	19	
出外	2	4	10	
搬进	2	5	20	
抗拒	2	5	14	
捂	1	3	10	
齐心	2	3	10	
城外	2	4	14	
接收	2	5	17	
各处	2	4	11	
残害	2	5	19	
男女	2	3	10	
邪	1	2	6	
术	1	1	5	
妄自尊大	4	8	27	
能者	2	6	18	
无关	2	3	10	
迦萨	2	6	19	
埃提阿伯	4	10	36	
大权	2	3	9	
太监	2	4	14	
基	1	3	11	
手下	2	3	7	
总管	2	6	23	
车上	2	3	7	
车	1	1	4	
上车	2	3	7	
那段	2	4	15	
宰杀	2	4	16	
请问	2	4	16	
妨碍	2	6	20	
车站	2	4	14	
威吓	2	4	15	
文书	2	3	8	
大马	2	2	6	
信奉	2	4	17	
发光	2	3	11	
睁	1	2	11	
街	1	5	12	
访问	2	4	12	
多多	2	4	12	
鳞	1	4	20	
驳倒	2	6	17	
计谋	2	5	15	
守候	2	5	16	
城墙	2	7	23	
辩驳	2	6	23	
大数	2	4	16	
周	1	3	8	
尼雅	2	4	17	
沙仑	2	4	11	
约帕	2	4	14	
羚羊	2	3	17	
广	1	1	3	
楼上	2	5	16	
大原	2	4	13	
耽	1	2	10	
延	1	2	6	
硝	1	3	12	
皮匠	2	3	11	
哥尼流	3	8	25	
义大利	3	4	13	
达到	2	4	14	
彼得约	3	8	25	
游	1	4	12	
系	1	2	7	
走兽	2	6	18	
