char	char_n	com_n	stroke_n	
谦让	2	4	17	
一无	2	2	5	
出人意外	4	7	25	
心怀	2	3	11	
可敬	2	6	17	
可爱	2	5	15	
学会	2	6	14	
秘诀	2	4	16	
授受	2	7	19	
馈送	2	6	21	
巴弗提	3	4	21	
各位	2	4	13	
特特	2	6	20	
歌罗西	3	8	28	
巴弗	2	2	9	
对得起	3	8	26	
元	1	2	4	
始	1	3	8	
身受	2	4	15	
稳固	2	8	22	
历	1	2	4	
运用	2	5	12	
尽心竭力	4	7	26	
老底	2	4	14	
嘉	1	4	14	
心得	2	5	15	
丰	1	1	4	
丰足	2	3	11	
真知	2	5	18	
生根	2	3	15	
理学	2	5	19	
妄言	2	6	13	
有形	2	3	13	
有碍于	3	6	22	
字据	2	6	17	
月朔	2	4	14	
后事	2	6	14	
拘泥	2	6	16	
故地	2	5	15	
筋节	2	5	17	
相助	2	4	16	
服从	2	4	12	
私	1	2	7	
崇拜	2	5	20	
表	1	2	8	
克制	2	5	15	
西古提	3	5	23	
包括	2	4	14	
嫌隙	2	6	25	
富	1	4	12	
公公	2	4	8	
平平	2	2	10	
感恩	2	8	23	
和气	2	5	12	
阿尼西	3	6	18	
表弟	2	4	15	
希拉波立	4	9	28	
宁	1	2	5	
亚基布	3	7	22	
住地	2	4	13	
放开	2	3	12	
错误	2	6	22	
谄媚	2	6	22	
辛苦	2	5	15	
临	1	3	9	
面目	2	6	14	
前去	2	5	14	
消息报	3	7	27	
可用	2	4	10	
避	1	4	16	
沾染	2	6	17	
相遇	2	4	21	
稳妥	2	6	21	
灾祸	2	5	18	
绝不	2	3	13	
善美	2	5	21	
信念	2	4	17	
动心	2	4	10	
那大	2	3	9	
隐	1	4	11	
运动	2	6	13	
口传	2	3	9	
快快	2	4	14	
无理	2	3	15	
白吃	2	4	11	
管闲事	3	8	29	
自觉	2	5	15	
仇人	2	3	6	
笔迹	2	4	19	
渺	1	3	12	
无穷	2	3	11	
章程	2	5	23	
总归	2	5	14	
宜	1	2	8	
恋	1	2	10	
弑	1	4	12	
和亲	2	4	17	
人口	2	2	5	
神交	2	4	15	
佩服	2	5	16	
罪魁	2	4	26	
来信	2	3	16	
永世	2	2	20	
提摩太阿	4	8	38	
许米乃	3	5	14	
渎	1	3	11	
廉耻	2	4	23	
正派	2	5	14	
沉静	2	5	21	
无可指责	4	8	26	
善于	2	4	15	
滋事	2	7	20	
温和	2	5	20	
贪财	2	4	15	
好好	2	4	12	
端庄	2	5	20	
端	1	3	14	
庄	1	2	6	
焉	1	3	11	
照管	2	7	27	
不义之财	4	5	17	
固守	2	6	14	
不以为然	4	7	24	
明说	2	6	17	
鬼魔	2	4	29	
烙	1	3	10	
荤	1	3	8	
教育	2	5	19	
老妇	2	4	12	
上操	2	7	19	
练	1	2	8	
操练	2	7	24	
年轻	2	5	15	
宣读	2	7	19	
老年	2	4	12	
孙子	2	3	9	
孙女	2	3	9	
行孝	2	5	13	
独居	2	5	17	
册子	2	2	8	
救济	2	4	20	
遭难	2	5	24	
嫁人	2	4	15	
习惯	2	4	14	
说长道短	4	9	39	
家务	2	4	15	
呈子	2	3	10	
成见	2	2	10	
偏心	2	3	15	
急促	2	5	18	
胃口	2	3	12	
案	1	3	10	
下作	2	4	10	
加意	2	4	18	
纯正	2	4	12	
一无所知	4	6	21	
言词	2	6	14	
心术	2	2	9	
门路	2	4	16	
有害	2	4	16	
万恶	2	3	13	
愁苦	2	6	21	
毫不	2	5	15	
万王之王	4	4	14	
厚	1	3	9	
好事	2	5	14	
似是而非	4	6	29	
接续	2	6	22	
外祖母	3	5	19	
旺	1	2	8	
规模	2	6	22	
吉	1	2	6	
阿尼色弗	4	8	23	
精兵	2	4	21	
军中	2	3	10	
缠身	2	4	20	
比武	2	3	12	
农夫	2	2	10	
失信	2	3	14	
无愧	2	3	16	
分解	2	5	17	
烂	1	4	9	
人家	2	3	12	
器	1	5	16	
银器	2	7	27	
木器	2	6	20	
若自洁	3	8	23	
温	1	3	12	
忘恩负义	4	9	26	
好说	2	6	15	
担负	2	5	14	
雅尼	2	4	17	
佯	1	2	8	
品行	2	6	15	
默	1	2	16	
人学	2	4	10	
发痒	2	3	16	
掩	1	3	11	
偏向	2	4	17	
爱慕	2	7	24	
挞	1	3	9	
加布	2	4	10	
铜匠	2	6	17	
申诉	2	3	12	
狮子	2	4	12	
布罗	2	4	13	
布田	2	5	10	
任性	2	4	14	
暴躁	2	9	35	
庄重	2	3	15	
自持	2	5	15	
空话	2	4	16	
馋	1	3	12	
疵	1	3	11	
天良	2	3	11	
举止	2	4	13	
行动	2	6	12	
料理	2	4	21	
顶撞	2	5	23	
忠诚	2	4	16	
大显	2	3	12	
可恨	2	4	14	
厚厚	2	6	18	
恩得	2	8	21	
切切实实	4	10	24	
正经	2	5	13	
空谈	2	5	18	
明知	2	4	16	
尼哥波立	4	10	28	
律师	2	4	15	
西纳	2	3	13	
晓谕	2	7	21	
光辉	2	5	18	
本体	2	4	12	
油膏	2	7	22	
服役	2	4	15	
郑重	2	4	17	
流失	2	3	15	
微小	2	6	16	
所属	2	4	20	
元帅	2	4	9	
人成圣	3	4	13	
颂扬	2	5	16	
一生	2	2	6	
忠	1	2	8	
蒙天召	3	6	22	
认为	2	3	8	
尽忠	2	4	14	
坚持	2	6	16	
恶心	2	3	14	
相劝	2	4	13	
畏惧	2	5	20	
子民存	3	4	14	
务必	2	3	10	
刃	1	1	3	
骨节	2	4	14	
骨髓	2	7	30	
剖开	2	4	14	
赤露	2	5	28	
高天尊	3	8	26	
便当	2	4	15	
体恤	2	4	16	
体谅	2	6	17	
愚蒙	2	5	26	
洗德	2	8	24	
等次	2	5	18	
根源	2	6	23	
解明	2	5	21	
开端	2	4	18	
干粮	2	3	16	
熟练	2	7	23	
习	1	1	3	
好歹	2	3	10	
天恩	2	5	14	
滋味	2	6	20	
神善道	3	7	35	
觉悟	2	6	19	
雨水	2	2	12	
近乎	2	3	13	
不公	2	3	8	
懈怠	2	7	25	
决不能	3	7	20	
避难所	3	8	34	
牢靠	2	5	22	
先锋	2	5	18	
长远	2	4	11	
族谱	2	7	25	
上等	2	5	15	
照例	2	7	21	
谱	1	4	14	
亚伯拉罕纳	5	11	35	
支	1	2	4	
更换	2	3	17	
供奉	2	5	16	
影像	2	7	28	
许立	2	5	11	
乡邻	2	3	10	
宽恕	2	6	20	
愆	1	5	13	
衰	1	3	10	
幕	1	4	13	
灯台	2	4	11	
香炉	2	4	17	
包金	2	4	13	
芽	1	2	7	
基路伯	3	8	31	
罩	1	4	13	
蔽	1	3	14	
细说	2	6	17	
过错	2	5	19	
濯	1	3	17	
振兴	2	4	16	
公牛	2	3	8	
洒	1	2	9	
无瑕	2	5	17	
蒙召之	3	6	21	
遗	1	3	12	
尚	1	3	8	
差不多	3	5	19	
天堂	2	4	15	
要立定	3	6	22	
清水	2	3	15	
激发	2	5	21	
烈火	2	4	14	
亵	1	3	12	
加重	2	3	14	
追念	2	4	17	
往日	2	3	12	
景	1	4	12	
的确	2	4	20	
神话	2	4	17	
人非	2	2	10	
遵命	2	7	23	
异地	2	4	22	
经营	2	6	19	
岁数	2	5	19	
沙	1	2	7	
无数	2	4	17	
临死	2	6	15	
临终	2	6	17	
骸骨	2	4	24	
想望	2	6	24	
围绕	2	5	16	
耶利哥城	4	10	34	
妓女	2	3	10	
喇合	2	6	18	
探子	2	5	14	
巴拉	2	3	12	
耶弗他	3	5	18	
敌国	2	5	18	
堵	1	3	11	
锋刃	2	4	15	
严刑	2	6	13	
锯	1	4	13	
山岭	2	3	16	
山洞	2	5	17	
地穴	2	4	11	
飘流	2	5	25	
创始	2	6	14	
疲倦	2	5	20	
管教	2	6	25	
曾有生	3	6	23	
下垂	2	3	11	
发酸	2	5	19	
挺	1	3	9	
歪	1	2	9	
有毒	2	3	15	
名分	2	4	10	
号哭	2	5	16	
密云	2	5	15	
锡安山	3	6	27	
千万	2	2	6	
名录	2	4	14	
共聚	2	5	20	
中保	2	4	13	
比亚伯	3	5	17	
心事	2	4	12	
怪异	2	5	24	
带入	2	4	11	
输	1	4	13	
交账	2	4	14	
完备	2	5	15	
吹动	2	5	13	
二意	2	4	15	
定见	2	3	12	
凋谢	2	7	22	
美容	2	4	18	
消	1	3	10	
从众光	3	7	16	
转动	2	5	14	
慢慢	2	8	28	
盈余	2	5	16	
单单	2	4	16	
相貌	2	5	23	
华美	2	5	15	
肮脏	2	6	18	
下边	2	4	8	
法定	2	4	16	
犯法	2	4	13	
暖	1	3	13	
并行	2	4	12	
嚼	1	5	20	
环	1	2	8	
嘴里	2	5	23	
调动	2	7	16	
船只	2	5	16	
大风	2	3	7	
只用	2	4	10	
小小的	3	4	14	
掌舵	2	6	23	
说大话	3	7	20	
树林	2	5	17	
轮子	2	4	11	
各类	2	4	15	
飞禽	2	6	15	
眼里	2	3	18	
甜	1	2	11	
甜水	2	3	15	
属地	2	4	18	
坏事	2	5	15	
良	1	2	7	
柔顺	2	4	18	
偏见	2	3	15	
斗殴	2	4	12	
恋爱	2	5	20	
悲哀	2	5	21	
愁闷	2	5	20	
批评	2	4	14	
竟敢	2	5	22	
嗐	0	0	0	
云雾	2	5	17	
冤	1	2	10	
娇	1	3	9	
秋雨	2	3	17	
春雨	2	3	17	
约伯	2	4	13	
请教	2	5	21	
认罪	2	4	17	
土产	2	2	9	
度	1	3	9	
在于	2	3	9	
切实	2	5	12	
美荣	2	4	18	
纯净	2	4	15	
才生	2	2	8	
宫	1	3	9	
奉献	2	7	21	
族类	2	5	20	
君尊	2	5	19	
奇妙	2	5	15	
美德	2	7	24	
制度	2	5	17	
乖僻	2	7	23	
骂不还口	4	7	23	
亲身	2	3	16	
鞭	1	3	18	
辫	1	3	17	
戴金	2	6	25	
饰	1	3	8	
情理	2	4	22	
阻碍	2	6	20	
总而言之	4	9	25	
慈	1	4	13	
怜	1	2	8	
恶言	2	6	17	
一心	2	2	5	
追赶	2	4	19	
眼看	2	4	20	
变脸	2	5	19	
缘由	2	3	17	
准备	2	4	18	
诬赖	2	7	22	
监狱	2	6	19	
余下	2	4	10	
可恶	2	4	15	
无度	2	4	13	
怪	1	3	8	
遮掩	2	7	25	
造化	2	5	14	
不衰	2	4	14	
年长	2	3	10	
卸	1	2	9	
吼叫	2	5	12	
转交	2	4	14	
皆	1	2	9	
许赐	2	6	18	
外地	2	4	11	
旧日	2	3	9	
乖巧	2	5	13	
圣山	2	3	13	
发亮	2	5	14	
晨星	2	4	20	
解说	2	7	22	
自古以来	4	7	22	
并不	2	2	10	
上古	2	4	8	
传义	2	3	9	
倾覆	2	8	28	
后世	2	4	11	
纵	1	3	7	
胆大	2	4	12	
满眼	2	5	24	
巴兰	2	4	9	
雾气	2	6	17	
墨黑	2	4	27	
矜	1	2	9	
大话	2	3	11	
缠住	2	5	20	
背弃	2	4	16	
出借	2	5	15	
淹没	2	5	18	
千年	2	3	9	
火烧	2	4	14	
熔化	2	5	18	
因由	2	3	11	
经书	2	4	12	
错谬	2	7	26	
父老	2	4	10	
目的	2	3	13	
凡行公义	4	7	16	
安稳	2	6	20	
凡灵	2	3	10	
含	1	2	7	
用水	2	3	9	
太太	2	2	8	
用纸	2	4	12	
对于	2	3	8	
为首	2	3	13	
笔墨	2	4	25	
姓名	2	4	14	
自古	2	4	11	
主宰	2	4	15	
本位	2	4	12	
拘留	2	6	18	
米迦勒	3	6	25	
罪责	2	4	21	
直奔	2	5	16	
礁石	2	4	22	
飘荡	2	6	24	
秋天	2	3	13	
沫子	2	3	11	
流荡	2	5	19	
七世孙	3	4	13	
刚愎	2	7	18	
夸大	2	4	9	
存疑	2	6	23	
之前	2	4	12	
威严	2	6	16	
万古	2	3	8	
昔	1	2	8	
阿拉法	3	7	23	
梅	1	3	11	
戛	1	2	11	
字母	2	3	11	
别迦摩	3	8	30	
狄	1	2	7	
发声	2	3	12	
羊毛	2	2	10	
眼目	2	3	16	
锻炼	2	5	23	
铜	1	4	11	
七星	2	3	11	
利剑	2	5	16	
烈日	2	4	14	
不乏	2	3	8	
原处	2	5	15	
可取	2	4	13	
十日	2	2	6	
安提帕	3	6	26	
杀死	2	5	12	
肺腑	2	6	30	
列国	2	5	14	
粉碎	2	8	23	
神殿	2	6	22	
柱子	2	3	12	
诚信	2	4	17	
温水	2	4	16	
眼药	2	5	20	
碧玉	2	4	29	
红宝石	3	5	19	
虹	1	2	9	
绿宝石	3	6	24	
雷	1	2	13	
轰	1	3	8	
盏	1	2	10	
玻璃	2	7	23	
水晶	2	4	16	
活物	2	4	17	
前后	2	6	15	
物像	2	4	21	
第四	2	6	16	
飞鹰	2	5	21	
体内	2	4	11	
圣哉	2	4	14	
展开	2	4	14	
大卫的根	4	6	24	
各族	2	5	17	
各方	2	4	10	
执掌	2	5	26	
千千万万	4	4	12	
沧海	2	6	17	
白马	2	2	8	
马上	2	3	6	
弓	1	1	3	
骑马	2	5	14	
大刀	2	2	5	
天平	2	2	9	
灰色	2	4	12	
阴	1	2	6	
府	1	3	8	
第五	2	4	15	
毛布	2	3	9	
满月	2	4	17	
将军	2	5	15	
富户	2	6	16	
岩石	2	3	13	
穴	1	2	5	
海上	2	5	13	
日出	2	3	9	
额	1	4	15	
十四万四千	5	9	18	
一万二千	4	5	9	
萨迦	2	6	19	
棕树	2	6	21	
白净	2	3	13	
炎热	2	5	18	
寂静	2	6	25	
金坛	2	5	15	
烟	1	3	10	
雹子	2	4	16	
搀	1	3	12	
三分	2	5	7	
青草	2	5	27	
大山	2	2	11	
烧着	2	5	21	
茵	1	3	9	
日月	2	2	8	
飞	1	1	3	
它们	2	4	10	
青	1	2	8	
蝗	1	3	15	
虫害	2	4	16	
螫	1	3	17	
出战	2	5	14	
牙齿	2	4	12	
胸前	2	7	19	
铁甲	2	3	15	
车马	2	2	7	
上阵	2	4	9	
尾巴	2	3	11	
亚巴顿	3	5	20	
亚玻伦	3	7	21	
伯拉	2	4	15	
某年	2	4	15	
某月	2	3	13	
马军	2	3	9	
万万	2	2	6	
玛瑙	2	7	20	
狮子头	3	5	17	
用以	2	4	9	
害人	2	4	12	
火柱	2	3	13	
踏	1	3	15	
呼喊	2	6	20	
七雷	2	3	15	
时日	2	3	11	
佳音	2	5	17	
再说	2	5	15	
量度	2	6	21	
用量	2	5	17	
四十二	3	6	9	
毛衣	2	3	10	
一千二百六十	6	9	18	
橄榄树	3	10	37	
灾殃	2	4	16	
现出	2	4	13	
雹	1	3	13	
大红	2	3	9	
龙	1	1	8	
拖拉	2	5	16	
男孩子	3	5	19	
龙争战	3	6	23	
大龙	2	2	11	
身后	2	4	13	
龙口	2	2	11	
名号	2	4	12	
豹	1	2	10	
熊	1	5	14	
死伤	2	6	12	
刀伤	2	4	8	
贫富	2	7	20	
名数	2	5	19	
六百六十六	5	9	20	
和大雷	3	5	24	
弹琴	2	6	23	
琴声	2	5	19	
唱歌	2	8	25	
大城	2	3	12	
倾倒	2	6	20	
斟	1	2	13	
白云	2	3	9	
熟透	2	8	25	
伸出	2	4	12	
收取	2	4	14	
榨	1	3	14	
奇	1	3	8	
掌管	2	6	26	
中发	2	2	9	
奇哉	2	5	17	
万世之	3	3	11	
道途义哉	4	8	36	
碗	1	4	13	
完毕	2	5	13	
烤	1	3	10	
河水	2	4	12	
青蛙	2	5	20	
哈米吉多顿	5	11	37	
段	1	2	9	
烈	1	3	10	
酒杯	2	4	18	
众山	2	4	14	
九十	2	2	4	
水上	2	3	7	
金杯	2	4	16	
驮	1	2	6	
必胜	2	3	14	
冷落	2	6	19	
巢穴	2	4	16	
牢狱	2	5	16	
雀	1	2	11	
客商	2	6	20	
罪恶滔天	4	8	40	
调	1	4	10	
皇后	2	5	15	
料	1	2	10	
绸子	2	5	14	
象牙	2	4	15	
汉白玉	3	4	25	
肉桂	2	5	16	
豆蔻	2	8	21	
珍	1	3	9	
馐	1	3	13	
美味	2	4	17	
贩卖	2	5	16	
珍宝	2	5	17	
各行	2	5	12	
灯光	2	4	12	
万国也	3	5	14	
群众	2	6	19	
哈利路亚	4	11	35	
耶和华	3	7	22	
婚	1	3	11	
筵	1	3	12	
溅	1	3	12	
名称	2	5	16	
军	1	2	6	
击	1	2	5	
擒拿	2	10	25	
歌革	2	8	23	
围住	2	4	14	
白色	2	3	11	
案卷	2	5	18	
于是海	3	6	22	
交出	2	4	11	
从天而降	4	7	22	
泉	1	2	9	
口渴	2	4	15	
城中	2	3	13	
北边	2	3	10	
使用	2	4	13	
千	1	1	3	
尺寸	2	2	7	
一百四十四	5	10	19	
明净	2	4	16	
蓝宝石	3	7	26	
绿	1	3	11	
红玛瑙	3	9	26	
黄璧	2	7	29	
玺	1	3	10	
苍	1	3	7	
第九	2	4	13	
红璧	2	6	24	
第十	2	4	13	
翡翠	2	7	28	
第十一	3	5	14	
第十二	3	6	15	
紫晶	2	6	24	
一道	2	3	15	
每月	2	3	11	
赏罚	2	6	21	
编造	2	5	22	
删	1	2	7	
