char	char_n	com_n	stroke_n	
给	1	4	9	
营	1	3	11	
里	1	1	7	
的	1	2	8	
千夫	2	2	7	
长	1	1	4	
说	1	4	9	
耶路撒冷	4	11	43	
合	1	3	6	
城	1	2	9	
都	1	3	10	
乱	1	2	7	
了	1	1	2	
千夫	2	2	7	
长	1	1	4	
立时	2	4	12	
带	1	3	9	
着	1	2	11	
兵丁	2	3	9	
和	1	2	8	
几	1	1	2	
个	1	1	3	
百夫长	3	4	14	
跑	1	3	12	
下去	2	4	8	
到	1	2	8	
他们	2	4	10	
那里	2	3	13	
他们	2	4	10	
见	1	1	4	
了	1	1	2	
千夫	2	2	7	
长	1	1	4	
和	1	2	8	
兵丁	2	3	9	
就	1	4	12	
止住	2	3	11	
不	1	1	4	
打	1	2	5	
保罗	2	5	17	
于是	2	3	12	
千夫	2	2	7	
长上	2	3	7	
前	1	3	9	
拿	1	4	10	
住	1	2	7	
他	1	2	5	
吩咐	2	6	15	
用	1	2	5	
两	1	1	7	
条	1	2	7	
铁链	2	5	22	
捆	1	4	10	
锁	1	3	12	
又	1	1	2	
问	1	2	6	
他	1	2	5	
是	1	2	9	
什么	2	3	7	
人	1	1	2	
作	1	2	7	
的	1	2	8	
是	1	2	9	
什么	2	3	7	
事	1	3	8	
众人	2	4	8	
有	1	1	6	
喊叫	2	6	17	
这个	2	3	10	
的	1	2	8	
有	1	1	6	
喊叫	2	6	17	
那个	2	3	9	
的	1	2	8	
千夫	2	2	7	
长	1	1	4	
因为	2	3	10	
这样	2	4	17	
乱	1	2	7	
嚷	1	6	20	
得	1	4	11	
不	1	1	4	
着	1	2	11	
实情	2	5	19	
就	1	4	12	
吩咐	2	6	15	
人	1	1	2	
将	1	3	9	
保罗	2	5	17	
带	1	3	9	
进	1	2	7	
营	1	3	11	
楼	1	3	13	
去	1	2	5	
到	1	2	8	
了	1	1	2	
台阶	2	5	11	
上	1	2	3	
众人	2	4	8	
挤	1	2	9	
得	1	4	11	
凶猛	2	5	15	
兵丁	2	3	9	
只得	2	6	16	
将	1	3	9	
保罗	2	5	17	
抬	1	3	8	
起来	2	3	17	
众人	2	4	8	
跟	1	2	13	
在	1	2	6	
后面	2	8	15	
喊	1	4	12	
着	1	2	11	
说	1	4	9	
除掉	2	7	20	
他	1	2	5	
将	1	3	9	
要	1	2	9	
带	1	3	9	
他	1	2	5	
进	1	2	7	
营	1	3	11	
楼	1	3	13	
保罗	2	5	17	
对	1	2	5	
千夫	2	2	7	
长	1	1	4	
说	1	4	9	
我	1	2	7	
对	1	2	5	
你	1	3	7	
说	1	4	9	
句	1	2	5	
话	1	2	8	
可以	2	4	9	
不	1	1	4	
可以	2	4	9	
他	1	2	5	
说	1	4	9	
你	1	3	7	
懂得	2	7	26	
希利尼	3	7	19	
话	1	2	8	
吗	1	2	6	
你	1	3	7	
莫非	2	4	18	
是	1	2	9	
从前	2	5	13	
作乱	2	4	14	
带领	2	5	20	
四千	2	4	8	
凶	1	2	4	
徒	1	2	10	
往	1	2	8	
旷野	2	4	18	
去	1	2	5	
的	1	2	8	
那	1	2	6	
埃及	2	4	13	
人	1	1	2	
吗	1	2	6	
保罗	2	5	17	
说	1	4	9	
我	1	2	7	
本	1	2	5	
是	1	2	9	
犹太人	3	4	13	
生	1	1	5	
在	1	2	6	
基利	2	5	18	
家	1	2	10	
的	1	2	8	
大	1	1	3	
数	1	3	13	
并	1	1	6	
不	1	1	4	
是	1	2	9	
无	1	1	4	
名	1	2	6	
小	1	1	3	
城	1	2	9	
的	1	2	8	
人	1	1	2	
求	1	1	7	
你	1	3	7	
准	1	2	10	
我	1	2	7	
对	1	2	5	
百姓	2	4	14	
说话	2	6	17	
千夫	2	2	7	
长	1	1	4	
准	1	2	10	
了	1	1	2	
保罗	2	5	17	
就	1	4	12	
站	1	3	10	
在	1	2	6	
台阶	2	5	11	
上	1	2	3	
向	1	2	6	
百姓	2	4	14	
摆手	2	4	17	
他们	2	4	10	
都	1	3	10	
静默	2	4	30	
无声	2	3	11	
保罗	2	5	17	
便	1	2	9	
用	1	2	5	
希伯来	3	6	21	
话	1	2	8	
对	1	2	5	
他们	2	4	10	
说	1	4	9	
诸位	2	5	17	
父兄	2	4	9	
请	1	2	10	
听	1	2	7	
我	1	2	7	
现在	2	4	14	
对	1	2	5	
你们	2	5	12	
分	1	2	4	
诉	1	2	7	
众	1	3	6	
人	1	1	2	
听	1	2	7	
他	1	2	5	
说	1	4	9	
的	1	2	8	
是	1	2	9	
希伯来	3	6	21	
话	1	2	8	
就	1	4	12	
更加	2	3	12	
安静	2	4	20	
了	1	1	2	
保罗	2	5	17	
说	1	4	9	
我	1	2	7	
原	1	3	10	
是	1	2	9	
犹太人	3	4	13	
生	1	1	5	
在	1	2	6	
基利	2	5	18	
家	1	2	10	
的	1	2	8	
大	1	1	3	
数	1	3	13	
长	1	1	4	
在	1	2	6	
这	1	2	7	
城里	2	3	16	
在	1	2	6	
迦玛列	3	7	21	
门下	2	3	6	
按	1	3	9	
着	1	2	11	
我们	2	4	12	
祖宗	2	4	17	
严紧	2	7	17	
的	1	2	8	
律	1	2	9	
法	1	2	8	
受	1	3	8	
教	1	3	11	
热心	2	4	14	
事	1	3	8	
奉	1	2	8	
神	1	2	9	
象	1	3	11	
你们	2	5	12	
众人	2	4	8	
今日	2	2	8	
一样	2	3	11	
我	1	2	7	
也	1	1	3	
曾	1	4	12	
逼迫	2	6	20	
奉	1	2	8	
这	1	2	7	
道	1	2	14	
的	1	2	8	
人	1	1	2	
直到	2	4	16	
死地	2	5	12	
无论	2	4	10	
男女	2	3	10	
都	1	3	10	
锁	1	3	12	
拿下	2	6	13	
监	1	3	10	
这	1	2	7	
是	1	2	9	
大	1	1	3	
祭	1	2	11	
司	1	3	5	
和	1	2	8	
众	1	3	6	
长老	2	3	10	
都	1	3	10	
可以	2	4	9	
给	1	4	9	
我	1	2	7	
作	1	2	7	
见证	2	3	11	
的	1	2	8	
我	1	2	7	
又	1	1	2	
领	1	2	11	
了	1	1	2	
他们	2	4	10	
达	1	2	6	
与	1	2	3	
弟兄	2	4	12	
的	1	2	8	
书信	2	3	13	
往	1	2	8	
大马	2	2	6	
色	1	2	6	
去	1	2	5	
要	1	2	9	
把	1	2	7	
在	1	2	6	
那里	2	3	13	
奉	1	2	8	
这	1	2	7	
道	1	2	14	
的	1	2	8	
人	1	1	2	
锁	1	3	12	
拿	1	4	10	
带	1	3	9	
到	1	2	8	
耶路撒冷	4	11	43	
受刑	2	5	14	
我	1	2	7	
将	1	3	9	
到	1	2	8	
大马	2	2	6	
色	1	2	6	
正	1	2	5	
走	1	2	7	
的	1	2	8	
时候	2	5	17	
约	1	2	6	
在	1	2	6	
晌午	2	5	14	
忽然	2	5	20	
从	1	2	4	
天上	2	3	7	
发	1	1	5	
大	1	1	3	
光	1	2	6	
四面	2	8	14	
照着	2	6	24	
我	1	2	7	
我	1	2	7	
就	1	4	12	
仆	1	2	4	
倒	1	3	10	
在	1	2	6	
地	1	2	6	
听见	2	3	11	
有	1	1	6	
声音	2	4	16	
对	1	2	5	
我	1	2	7	
说	1	4	9	
扫	1	2	6	
罗	1	2	8	
扫	1	2	6	
罗	1	2	8	
你	1	3	7	
为什么	3	4	11	
逼迫	2	6	20	
我	1	2	7	
我	1	2	7	
回答	2	7	18	
说	1	4	9	
主	1	2	5	
阿	1	3	7	
你	1	3	7	
是	1	2	9	
谁	1	2	10	
他	1	2	5	
说	1	4	9	
我	1	2	7	
就是	2	6	21	
你	1	3	7	
所	1	2	8	
逼迫	2	6	20	
的	1	2	8	
拿撒勒	3	10	36	
人	1	1	2	
耶稣	2	4	21	
与	1	2	3	
我	1	2	7	
同行	2	6	12	
的	1	2	8	
人	1	1	2	
看见	2	3	13	
了	1	1	2	
那	1	2	6	
光	1	2	6	
却	1	2	7	
没有	2	3	13	
听	1	2	7	
明	1	2	8	
那	1	2	6	
位	1	2	7	
对	1	2	5	
我	1	2	7	
说话	2	6	17	
的	1	2	8	
声音	2	4	16	
我	1	2	7	
说	1	4	9	
主	1	2	5	
阿	1	3	7	
我	1	2	7	
当作	2	4	13	
什么	2	3	7	
主	1	2	5	
说	1	4	9	
起来	2	3	17	
进	1	2	7	
大马	2	2	6	
色	1	2	6	
去	1	2	5	
在	1	2	6	
那里	2	3	13	
要	1	2	9	
将	1	3	9	
所	1	2	8	
派	1	3	9	
你	1	3	7	
作	1	2	7	
的	1	2	8	
一切	2	3	5	
事	1	3	8	
告诉	2	4	14	
你	1	3	7	
我	1	2	7	
因	1	2	6	
那	1	2	6	
光	1	2	6	
的	1	2	8	
荣耀	2	5	29	
不	1	1	4	
能	1	4	10	
看见	2	3	13	
同行	2	6	12	
的	1	2	8	
人	1	1	2	
就	1	4	12	
拉	1	2	8	
着	1	2	11	
我	1	2	7	
手	1	1	4	
进	1	2	7	
了	1	1	2	
大马	2	2	6	
色	1	2	6	
那里	2	3	13	
有	1	1	6	
一个	2	2	4	
人	1	1	2	
名叫	2	4	11	
亚	1	2	6	
拿	1	4	10	
尼	1	2	5	
亚	1	2	6	
按	1	3	9	
着	1	2	11	
律	1	2	9	
法	1	2	8	
是	1	2	9	
虔诚	2	4	18	
人	1	1	2	
为	1	1	4	
一切	2	3	5	
住	1	2	7	
在	1	2	6	
那里	2	3	13	
的	1	2	8	
犹太人	3	4	13	
所	1	2	8	
称赞	2	8	26	
他	1	2	5	
来	1	1	7	
见	1	1	4	
我	1	2	7	
站	1	3	10	
在	1	2	6	
旁边	2	3	15	
对	1	2	5	
我	1	2	7	
说	1	4	9	
兄弟	2	4	12	
扫	1	2	6	
罗	1	2	8	
你	1	3	7	
可以	2	4	9	
看见	2	3	13	
我	1	2	7	
当时	2	4	13	
往	1	2	8	
上	1	2	3	
一	1	1	1	
看	1	2	9	
就	1	4	12	
看见	2	3	13	
了	1	1	2	
他	1	2	5	
他	1	2	5	
又	1	1	2	
说	1	4	9	
我们	2	4	12	
祖宗	2	4	17	
的	1	2	8	
神	1	2	9	
拣	1	2	8	
选	1	3	9	
了	1	1	2	
你	1	3	7	
叫	1	2	5	
你	1	3	7	
明白	2	3	13	
他	1	2	5	
的	1	2	8	
旨意	2	4	19	
又	1	1	2	
得	1	4	11	
见	1	1	4	
那	1	2	6	
义	1	1	3	
者	1	2	8	
听	1	2	7	
他	1	2	5	
口中	2	2	7	
所	1	2	8	
出	1	2	5	
的	1	2	8	
声音	2	4	16	
因为	2	3	10	
你	1	3	7	
要	1	2	9	
将	1	3	9	
所	1	2	8	
看见	2	3	13	
的	1	2	8	
所	1	2	8	
听见	2	3	11	
的	1	2	8	
对	1	2	5	
着	1	2	11	
万	1	1	3	
人	1	1	2	
为	1	1	4	
他	1	2	5	
作	1	2	7	
见证	2	3	11	
现在	2	4	14	
你	1	3	7	
为什么	3	4	11	
耽	1	2	10	
延	1	2	6	
呢	1	3	8	
起来	2	3	17	
求告	2	3	14	
他	1	2	5	
的	1	2	8	
名	1	2	6	
受	1	3	8	
洗	1	3	9	
洗	1	3	9	
去	1	2	5	
你	1	3	7	
的	1	2	8	
罪	1	2	13	
后来	2	4	13	
我	1	2	7	
回	1	3	6	
到	1	2	8	
耶路撒冷	4	11	43	
在殿里	3	7	26	
祷告	2	5	18	
的	1	2	8	
时候	2	5	17	
魂	1	3	13	
游	1	4	12	
象	1	3	11	
外	1	2	5	
看见	2	3	13	
主	1	2	5	
向	1	2	6	
我	1	2	7	
说	1	4	9	
你	1	3	7	
赶紧	2	5	20	
的	1	2	8	
离开	2	5	14	
耶路撒冷	4	11	43	
不可	2	3	9	
迟延	2	4	13	
因	1	2	6	
你	1	3	7	
为	1	1	4	
我	1	2	7	
作	1	2	7	
的	1	2	8	
见证	2	3	11	
这里	2	3	14	
的	1	2	8	
人	1	1	2	
必	1	1	5	
不	1	1	4	
领受	2	5	19	
我	1	2	7	
就	1	4	12	
说	1	4	9	
主	1	2	5	
阿	1	3	7	
他们	2	4	10	
知道	2	4	22	
我	1	2	7	
从	1	2	4	
前	1	3	9	
把	1	2	7	
信	1	2	9	
你	1	3	7	
的	1	2	8	
人	1	1	2	
收	1	2	6	
在	1	2	6	
监	1	3	10	
里	1	1	7	
又	1	1	2	
在	1	2	6	
各	1	2	6	
会堂	2	6	17	
里	1	1	7	
鞭打	2	5	23	
他们	2	4	10	
并且	2	2	11	
你	1	3	7	
的	1	2	8	
见证人	3	4	13	
司	1	3	5	
提	1	2	12	
反	1	2	4	
被害	2	5	20	
流血	2	4	16	
的	1	2	8	
时候	2	5	17	
我	1	2	7	
也	1	1	3	
站	1	3	10	
在	1	2	6	
旁边	2	3	15	
欢喜	2	5	18	
又	1	1	2	
看守	2	4	15	
害	1	3	10	
死	1	3	6	
他	1	2	5	
之	1	1	3	
人	1	1	2	
的	1	2	8	
衣裳	2	5	20	
主	1	2	5	
向	1	2	6	
我	1	2	7	
说	1	4	9	
你	1	3	7	
去	1	2	5	
吧	1	2	7	
我	1	2	7	
要	1	2	9	
差	1	2	9	
你	1	3	7	
远远地	3	8	20	
往	1	2	8	
外	1	2	5	
邦	1	2	6	
人	1	1	2	
那里	2	3	13	
去	1	2	5	
众	1	3	6	
人	1	1	2	
听	1	2	7	
他	1	2	5	
说	1	4	9	
到	1	2	8	
这	1	2	7	
句	1	2	5	
话	1	2	8	
就	1	4	12	
高声	2	6	17	
说	1	4	9	
这样	2	4	17	
的	1	2	8	
人	1	1	2	
从	1	2	4	
世上	2	3	8	
除掉	2	7	20	
他	1	2	5	
吧	1	2	7	
他	1	2	5	
是	1	2	9	
不	1	1	4	
当	1	2	6	
活	1	2	9	
着	1	2	11	
的	1	2	8	
众人	2	4	8	
喧嚷	2	11	32	
摔	1	3	14	
掉	1	4	11	
衣裳	2	5	20	
把	1	2	7	
尘土	2	3	9	
向	1	2	6	
空中	2	3	12	
扬	1	2	6	
起来	2	3	17	
千夫	2	2	7	
长	1	1	4	
就	1	4	12	
吩咐	2	6	15	
将	1	3	9	
保罗	2	5	17	
带	1	3	9	
进	1	2	7	
营	1	3	11	
楼	1	3	13	
去	1	2	5	
叫	1	2	5	
人	1	1	2	
用	1	2	5	
鞭子	2	4	21	
拷问	2	5	15	
他	1	2	5	
要	1	2	9	
知道	2	4	22	
他们	2	4	10	
向	1	2	6	
他	1	2	5	
这样	2	4	17	
喧嚷	2	11	32	
是	1	2	9	
为什么	3	4	11	
缘故	2	5	21	
刚	1	3	6	
用	1	2	5	
皮	1	1	5	
条	1	2	7	
捆	1	4	10	
上	1	2	3	
保罗	2	5	17	
对	1	2	5	
旁边	2	3	15	
站	1	3	10	
着	1	2	11	
的	1	2	8	
百夫长	3	4	14	
说	1	4	9	
人	1	1	2	
是	1	2	9	
罗马	2	3	11	
人	1	1	2	
又	1	1	2	
没有	2	3	13	
定罪	2	4	21	
你们	2	5	12	
就	1	4	12	
鞭打	2	5	23	
他	1	2	5	
有	1	1	6	
这个	2	3	10	
例	1	3	8	
吗	1	2	6	
百夫长	3	4	14	
听见	2	3	11	
这	1	2	7	
话	1	2	8	
就	1	4	12	
去	1	2	5	
见	1	1	4	
千夫	2	2	7	
长	1	1	4	
告诉	2	4	14	
他	1	2	5	
说	1	4	9	
你	1	3	7	
要	1	2	9	
作	1	2	7	
什么	2	3	7	
这	1	2	7	
人	1	1	2	
是	1	2	9	
罗马	2	3	11	
人	1	1	2	
千夫	2	2	7	
长	1	1	4	
就	1	4	12	
来	1	1	7	
问	1	2	6	
保罗	2	5	17	
说	1	4	9	
你	1	3	7	
告诉	2	4	14	
我	1	2	7	
你	1	3	7	
是	1	2	9	
罗马	2	3	11	
人	1	1	2	
吗	1	2	6	
保罗	2	5	17	
说	1	4	9	
是	1	2	9	
千夫	2	2	7	
长	1	1	4	
说	1	4	9	
我	1	2	7	
用	1	2	5	
许多	2	5	12	
银子	2	3	14	
才	1	1	3	
入	1	1	2	
了	1	1	2	
罗马	2	3	11	
的	1	2	8	
民	1	1	5	
籍	1	4	20	
保罗	2	5	17	
说	1	4	9	
我	1	2	7	
生来	2	2	12	
就	1	4	12	
是	1	2	9	
于是	2	3	12	
那些	2	6	14	
要	1	2	9	
拷问	2	5	15	
保罗	2	5	17	
的	1	2	8	
人	1	1	2	
就	1	4	12	
离开	2	5	14	
他	1	2	5	
去	1	2	5	
了	1	1	2	
千夫	2	2	7	
长	1	1	4	
既	1	2	9	
知道	2	4	22	
他	1	2	5	
是	1	2	9	
罗马	2	3	11	
人	1	1	2	
又	1	1	2	
因为	2	3	10	
捆绑	2	7	19	
了	1	1	2	
他	1	2	5	
也	1	1	3	
害怕	2	5	18	
了	1	1	2	
第二	2	5	13	
天	1	1	4	
千夫	2	2	7	
长	1	1	4	
为	1	1	4	
要	1	2	9	
知道	2	4	22	
犹太人	3	4	13	
控告	2	5	18	
保罗	2	5	17	
的	1	2	8	
实情	2	5	19	
便	1	2	9	
解开	2	4	17	
他	1	2	5	
吩咐	2	6	15	
祭	1	2	11	
司长	2	4	9	
和	1	2	8	
全	1	2	6	
公会	2	5	10	
的	1	2	8	
人	1	1	2	
都	1	3	10	
聚集	2	5	26	
将	1	3	9	
保罗	2	5	17	
带	1	3	9	
下来	2	3	10	
叫	1	2	5	
他	1	2	5	
站	1	3	10	
在	1	2	6	
他们	2	4	10	
面前	2	8	18	
保罗	2	5	17	
定睛	2	4	21	
看	1	2	9	
着	1	2	11	
公会	2	5	10	
的	1	2	8	
人	1	1	2	
说	1	4	9	
弟兄	2	4	12	
们	1	2	5	
我	1	2	7	
在	1	2	6	
神	1	2	9	
面前	2	8	18	
行事	2	6	14	
为	1	1	4	
人	1	1	2	
都	1	3	10	
是	1	2	9	
凭着	2	5	19	
良心	2	3	11	
直到	2	4	16	
今日	2	2	8	
大	1	1	3	
祭	1	2	11	
司	1	3	5	
亚	1	2	6	
拿	1	4	10	
尼	1	2	5	
亚	1	2	6	
就	1	4	12	
吩咐	2	6	15	
旁边	2	3	15	
站	1	3	10	
着	1	2	11	
的	1	2	8	
人	1	1	2	
打	1	2	5	
他	1	2	5	
的	1	2	8	
嘴	1	4	16	
保罗	2	5	17	
对	1	2	5	
他	1	2	5	
说	1	4	9	
你	1	3	7	
这	1	2	7	
粉饰	2	6	18	
的	1	2	8	
墙	1	5	14	
神	1	2	9	
要	1	2	9	
打	1	2	5	
你	1	3	7	
你	1	3	7	
坐堂	2	6	18	
为	1	1	4	
的	1	2	8	
是	1	2	9	
按	1	3	9	
律	1	2	9	
法	1	2	8	
审问	2	4	14	
我	1	2	7	
你	1	3	7	
竟	1	3	11	
违背	2	4	16	
律	1	2	9	
法	1	2	8	
吩咐	2	6	15	
人	1	1	2	
打	1	2	5	
我	1	2	7	
吗	1	2	6	
站	1	3	10	
在	1	2	6	
旁边	2	3	15	
的	1	2	8	
人	1	1	2	
说	1	4	9	
你	1	3	7	
辱骂	2	5	19	
神	1	2	9	
的	1	2	8	
大	1	1	3	
祭	1	2	11	
司	1	3	5	
吗	1	2	6	
保罗	2	5	17	
说	1	4	9	
弟兄	2	4	12	
们	1	2	5	
我	1	2	7	
不	1	1	4	
晓得	2	7	21	
他	1	2	5	
是	1	2	9	
大	1	1	3	
祭	1	2	11	
司	1	3	5	
经	1	3	8	
上	1	2	3	
记	1	2	5	
着	1	2	11	
说	1	4	9	
不可	2	3	9	
毁谤	2	5	25	
你	1	3	7	
百姓	2	4	14	
的	1	2	8	
官长	2	3	12	
保罗	2	5	17	
看出	2	4	14	
大众	2	4	9	
一半	2	2	6	
是	1	2	9	
撒	1	4	15	
都	1	3	10	
该	1	2	8	
人	1	1	2	
一半	2	2	6	
是	1	2	9	
法利	2	4	15	
赛	1	4	14	
人	1	1	2	
就	1	4	12	
在	1	2	6	
公会	2	5	10	
中	1	1	4	
大声	2	3	10	
说	1	4	9	
弟兄	2	4	12	
们	1	2	5	
我	1	2	7	
是	1	2	9	
法利	2	4	15	
赛	1	4	14	
人	1	1	2	
也	1	1	3	
是	1	2	9	
法利	2	4	15	
赛	1	4	14	
人	1	1	2	
的	1	2	8	
子孙	2	3	9	
我	1	2	7	
现在	2	4	14	
受审	2	5	16	
问	1	2	6	
是	1	2	9	
为	1	1	4	
盼望	2	6	20	
死人	2	4	8	
复活	2	5	18	
说	1	4	9	
了	1	1	2	
这	1	2	7	
话	1	2	8	
法利	2	4	15	
赛	1	4	14	
人	1	1	2	
和	1	2	8	
撒	1	4	15	
都	1	3	10	
该	1	2	8	
人	1	1	2	
就	1	4	12	
争论	2	5	12	
起来	2	3	17	
会	1	3	6	
众	1	3	6	
分为	2	3	8	
两	1	1	7	
党	1	3	10	
因为	2	3	10	
撒	1	4	15	
都	1	3	10	
该	1	2	8	
人	1	1	2	
说	1	4	9	
没有	2	3	13	
复活	2	5	18	
也	1	1	3	
没有	2	3	13	
天使	2	3	12	
和	1	2	8	
鬼魂	2	5	22	
法利	2	4	15	
赛	1	4	14	
人	1	1	2	
却	1	2	7	
说	1	4	9	
两	1	1	7	
样	1	2	10	
都	1	3	10	
有	1	1	6	
于是	2	3	12	
大大	2	2	6	
地	1	2	6	
喧嚷	2	11	32	
起来	2	3	17	
有	1	1	6	
几	1	1	2	
个	1	1	3	
法利	2	4	15	
赛	1	4	14	
党	1	3	10	
的	1	2	8	
文士	2	3	7	
站	1	3	10	
起来	2	3	17	
争辩	2	5	22	
说	1	4	9	
我们	2	4	12	
看	1	2	9	
不	1	1	4	
出	1	2	5	
这	1	2	7	
人	1	1	2	
有	1	1	6	
什么	2	3	7	
恶	1	2	10	
处	1	2	5	
倘若	2	7	18	
有鬼	2	3	15	
魂	1	3	13	
或是	2	5	17	
天使	2	3	12	
对	1	2	5	
他	1	2	5	
说	1	4	9	
过	1	2	6	
话	1	2	8	
怎么样	3	5	22	
呢	1	3	8	
那时	2	4	13	
大	1	1	3	
起	1	2	10	
争吵	2	4	13	
千夫	2	2	7	
长	1	1	4	
恐怕	2	5	18	
保罗	2	5	17	
被	1	2	10	
他们	2	4	10	
扯	1	2	7	
碎	1	5	13	
了	1	1	2	
就	1	4	12	
吩咐	2	6	15	
兵丁	2	3	9	
下去	2	4	8	
把	1	2	7	
他	1	2	5	
从	1	2	4	
众人	2	4	8	
当中	2	3	10	
抢	1	3	15	
出	1	2	5	
来	1	1	7	
带	1	3	9	
进	1	2	7	
营	1	3	11	
楼	1	3	13	
去	1	2	5	
当	1	2	6	
夜	1	3	8	
主	1	2	5	
站	1	3	10	
在	1	2	6	
保罗	2	5	17	
旁边	2	3	15	
说	1	4	9	
放心	2	3	12	
吧	1	2	7	
你	1	3	7	
怎样	2	4	19	
在	1	2	6	
耶路撒冷	4	11	43	
为	1	1	4	
我	1	2	7	
作	1	2	7	
见证	2	3	11	
也	1	1	3	
必	1	1	5	
怎样	2	4	19	
在	1	2	6	
罗马	2	3	11	
为	1	1	4	
我	1	2	7	
作	1	2	7	
见证	2	3	11	
到	1	2	8	
了	1	1	2	
天亮	2	5	13	
犹太人	3	4	13	
同谋	2	6	17	
起誓	2	5	24	
说	1	4	9	
若	1	3	8	
不	1	1	4	
先	1	2	6	
杀	1	2	6	
保罗	2	5	17	
就	1	4	12	
不	1	1	4	
吃	1	3	6	
不	1	1	4	
喝	1	3	12	
这样	2	4	17	
同心	2	4	10	
起誓	2	5	24	
的	1	2	8	
有	1	1	6	
四十	2	4	7	
多	1	2	6	
人	1	1	2	
他们	2	4	10	
来	1	1	7	
见	1	1	4	
祭	1	2	11	
司长	2	4	9	
和	1	2	8	
长老	2	3	10	
说	1	4	9	
我们	2	4	12	
已经	2	4	11	
起	1	2	10	
了	1	1	2	
一个	2	2	4	
大	1	1	3	
誓	1	3	14	
若	1	3	8	
不	1	1	4	
先	1	2	6	
杀	1	2	6	
保罗	2	5	17	
就	1	4	12	
不	1	1	4	
吃	1	3	6	
什么	2	3	7	
现在	2	4	14	
你们	2	5	12	
和	1	2	8	
公会	2	5	10	
要	1	2	9	
知会	2	5	14	
千夫	2	2	7	
长	1	1	4	
叫	1	2	5	
他	1	2	5	
带	1	3	9	
下	1	2	3	
保罗	2	5	17	
到	1	2	8	
你们	2	5	12	
这里	2	3	14	
来	1	1	7	
假	1	4	11	
作	1	2	7	
要	1	2	9	
详细	2	4	16	
察	1	3	14	
考	1	2	6	
他	1	2	5	
的	1	2	8	
事	1	3	8	
我们	2	4	12	
已经	2	4	11	
预备	2	4	18	
好	1	2	6	
了	1	1	2	
不	1	1	4	
等	1	3	12	
他	1	2	5	
来	1	1	7	
到	1	2	8	
跟前	2	5	22	
就	1	4	12	
杀	1	2	6	
他	1	2	5	
保罗	2	5	17	
的	1	2	8	
外甥	2	4	17	
听见	2	3	11	
他们	2	4	10	
设	1	2	6	
下	1	2	3	
埋伏	2	4	16	
就	1	4	12	
来到	2	3	15	
营	1	3	11	
楼	1	3	13	
里	1	1	7	
告诉	2	4	14	
保罗	2	5	17	
保罗	2	5	17	
请	1	2	10	
一个	2	2	4	
百夫长	3	4	14	
来	1	1	7	
说	1	4	9	
你	1	3	7	
领	1	2	11	
这	1	2	7	
少年	2	4	10	
人	1	1	2	
去	1	2	5	
见	1	1	4	
千夫	2	2	7	
长	1	1	4	
他	1	2	5	
有	1	1	6	
事	1	3	8	
告诉	2	4	14	
他	1	2	5	
于是	2	3	12	
把	1	2	7	
他	1	2	5	
领	1	2	11	
去	1	2	5	
见	1	1	4	
千夫	2	2	7	
长	1	1	4	
说	1	4	9	
被	1	2	10	
囚	1	3	5	
的	1	2	8	
保罗	2	5	17	
请	1	2	10	
我	1	2	7	
到	1	2	8	
他	1	2	5	
那里	2	3	13	
求	1	1	7	
我	1	2	7	
领	1	2	11	
这	1	2	7	
少年	2	4	10	
人	1	1	2	
来	1	1	7	
见	1	1	4	
你	1	3	7	
他	1	2	5	
有	1	1	6	
事	1	3	8	
告诉	2	4	14	
你	1	3	7	
千夫	2	2	7	
长	1	1	4	
就	1	4	12	
拉	1	2	8	
着	1	2	11	
他	1	2	5	
的	1	2	8	
手	1	1	4	
走	1	2	7	
到	1	2	8	
一旁	2	2	11	
私下	2	4	10	
问	1	2	6	
他	1	2	5	
说	1	4	9	
你	1	3	7	
有	1	1	6	
什么	2	3	7	
事	1	3	8	
告诉	2	4	14	
我	1	2	7	
呢	1	3	8	
他	1	2	5	
说	1	4	9	
犹太人	3	4	13	
已经	2	4	11	
约定	2	4	14	
要求	2	3	16	
你	1	3	7	
明天	2	3	12	
带	1	3	9	
下	1	2	3	
保罗	2	5	17	
到	1	2	8	
公会	2	5	10	
里	1	1	7	
去	1	2	5	
假	1	4	11	
作	1	2	7	
要	1	2	9	
详细	2	4	16	
查问	2	5	15	
他	1	2	5	
的	1	2	8	
事	1	3	8	
你	1	3	7	
切	1	2	4	
不要	2	3	13	
随从	2	5	15	
他们	2	4	10	
因为	2	3	10	
他们	2	4	10	
有	1	1	6	
四十	2	4	7	
多	1	2	6	
人	1	1	2	
埋伏	2	4	16	
已经	2	4	11	
起誓	2	5	24	
说	1	4	9	
若	1	3	8	
不	1	1	4	
先	1	2	6	
杀	1	2	6	
保罗	2	5	17	
就	1	4	12	
不	1	1	4	
吃	1	3	6	
不	1	1	4	
喝	1	3	12	
现在	2	4	14	
预备	2	4	18	
好	1	2	6	
了	1	1	2	
只	1	2	5	
等	1	3	12	
你	1	3	7	
应允	2	4	11	
于是	2	3	12	
千夫	2	2	7	
长	1	1	4	
打发	2	3	10	
少年人	3	5	12	
走	1	2	7	
嘱咐	2	6	23	
他	1	2	5	
说	1	4	9	
不	1	1	4	
要	1	2	9	
告诉	2	4	14	
人	1	1	2	
你	1	3	7	
将	1	3	9	
这	1	2	7	
事	1	3	8	
报	1	2	7	
给	1	4	9	
我	1	2	7	
了	1	1	2	
千夫	2	2	7	
长	1	1	4	
便	1	2	9	
