char	char_n	com_n	stroke_n	
从	1	2	4	
马其顿	3	5	21	
回去	2	5	11	
同	1	3	6	
他	1	2	5	
到	1	2	8	
亚西亚	3	5	18	
去	1	2	5	
的	1	2	8	
有	1	1	6	
庇	1	2	7	
哩	1	2	10	
亚	1	2	6	
人	1	1	2	
毕罗斯	3	7	26	
的	1	2	8	
儿子	2	2	5	
所巴特	3	6	22	
帖	1	3	8	
撒	1	4	15	
罗	1	2	8	
尼	1	2	5	
迦	1	3	8	
人	1	1	2	
亚里达古	4	7	24	
和	1	2	8	
西	1	1	6	
公	1	2	4	
都	1	3	10	
还有	2	3	13	
特	1	3	10	
庇	1	2	7	
人	1	1	2	
该	1	2	8	
犹	1	2	7	
并	1	1	6	
提摩太	3	5	31	
又	1	1	2	
有	1	1	6	
亚西亚	3	5	18	
人	1	1	2	
推	1	2	11	
基古	2	5	16	
和	1	2	8	
特	1	3	10	
罗非	2	3	16	
摩	1	2	15	
这些	2	6	15	
人	1	1	2	
先	1	2	6	
走	1	2	7	
在	1	2	6	
特罗亚	3	7	24	
等候	2	6	22	
我们	2	4	12	
过	1	2	6	
了	1	1	2	
除	1	3	9	
酵	1	3	14	
的	1	2	8	
日子	2	2	7	
我们	2	4	12	
从	1	2	4	
腓	1	2	12	
立	1	2	5	
比	1	1	4	
开船	2	4	15	
五	1	1	4	
天	1	1	4	
到	1	2	8	
了	1	1	2	
特罗亚	3	7	24	
和	1	2	8	
他们	2	4	10	
相会	2	5	15	
在	1	2	6	
那里	2	3	13	
住	1	2	7	
了	1	1	2	
七	1	1	2	
天	1	1	4	
七日	2	2	6	
的	1	2	8	
第一	2	4	12	
日	1	1	4	
我们	2	4	12	
聚会	2	6	20	
掰	1	4	12	
饼	1	2	9	
的	1	2	8	
时候	2	5	17	
保罗	2	5	17	
因为	2	3	10	
要	1	2	9	
次	1	2	6	
日	1	1	4	
起	1	2	10	
行	1	3	6	
就	1	4	12	
与	1	2	3	
他们	2	4	10	
讲	1	2	6	
论	1	3	6	
直	1	2	8	
讲	1	2	6	
到	1	2	8	
半夜	2	4	13	
我们	2	4	12	
聚会	2	6	20	
的	1	2	8	
那	1	2	6	
座	1	4	10	
楼	1	3	13	
上	1	2	3	
有	1	1	6	
好	1	2	6	
些	1	4	8	
灯	1	2	6	
烛	1	2	10	
有	1	1	6	
一个	2	2	4	
少年	2	4	10	
人	1	1	2	
名叫	2	4	11	
犹	1	2	7	
推	1	2	11	
古	1	2	5	
坐	1	3	7	
在	1	2	6	
窗台	2	6	17	
上	1	2	3	
困倦	2	6	17	
沉睡	2	5	20	
保罗	2	5	17	
讲	1	2	6	
了	1	1	2	
多	1	2	6	
时	1	2	7	
少年人	3	5	12	
睡熟	2	7	28	
了	1	1	2	
就	1	4	12	
从	1	2	4	
三	1	3	3	
层	1	3	7	
楼	1	3	13	
上	1	2	3	
掉	1	4	11	
下去	2	4	8	
扶	1	2	7	
起	1	2	10	
他	1	2	5	
来	1	1	7	
已经	2	4	11	
死	1	3	6	
了	1	1	2	
保罗	2	5	17	
下去	2	4	8	
伏	1	2	6	
在	1	2	6	
他	1	2	5	
身上	2	3	10	
抱	1	3	8	
着	1	2	11	
他	1	2	5	
说	1	4	9	
你们	2	5	12	
不要	2	3	13	
发慌	2	5	17	
他	1	2	5	
的	1	2	8	
灵魂	2	5	20	
还	1	2	7	
在	1	2	6	
身上	2	3	10	
保罗	2	5	17	
又	1	1	2	
上	1	2	3	
去	1	2	5	
掰	1	4	12	
饼	1	2	9	
吃	1	3	6	
了	1	1	2	
谈论	2	6	16	
许久	2	4	9	
直到	2	4	16	
天亮	2	5	13	
这	1	2	7	
才	1	1	3	
走	1	2	7	
了	1	1	2	
有人	2	2	8	
把	1	2	7	
那	1	2	6	
童子	2	3	15	
活活	2	4	18	
地	1	2	6	
领	1	2	11	
来	1	1	7	
得	1	4	11	
的	1	2	8	
安慰	2	6	21	
不	1	1	4	
小	1	1	3	
我们	2	4	12	
先	1	2	6	
上	1	2	3	
船	1	3	11	
开	1	1	4	
往	1	2	8	
亚朔	2	5	16	
去	1	2	5	
意思	2	4	22	
要	1	2	9	
在	1	2	6	
那里	2	3	13	
接	1	3	11	
保罗	2	5	17	
因为	2	3	10	
他	1	2	5	
是	1	2	9	
这样	2	4	17	
安排	2	4	17	
的	1	2	8	
他	1	2	5	
自己	2	3	9	
打算	2	5	19	
要	1	2	9	
步行	2	4	13	
他	1	2	5	
既	1	2	9	
在	1	2	6	
亚朔	2	5	16	
与	1	2	3	
我们	2	4	12	
相会	2	5	15	
我们	2	4	12	
就	1	4	12	
接	1	3	11	
他	1	2	5	
上	1	2	3	
船	1	3	11	
来到	2	3	15	
米	1	1	6	
推	1	2	11	
利尼	2	4	12	
从	1	2	4	
那里	2	3	13	
开船	2	4	15	
次日	2	3	10	
到	1	2	8	
了	1	1	2	
基阿	2	6	18	
的	1	2	8	
对面	2	7	14	
又	1	1	2	
次日	2	3	10	
在	1	2	6	
撒	1	4	15	
摩	1	2	15	
靠岸	2	6	24	
又	1	1	2	
次日	2	3	10	
来到	2	3	15	
米利	2	3	13	
都	1	3	10	
乃因保罗	4	8	25	
早已	2	3	15	
定	1	2	8	
意	1	2	13	
越过	2	4	18	
以弗所	3	5	17	
免得	2	7	18	
在	1	2	6	
亚西亚	3	5	18	
耽	1	2	10	
延	1	2	6	
他	1	2	5	
急忙	2	5	15	
前	1	3	9	
走	1	2	7	
巴不得	3	6	19	
赶	1	2	10	
五	1	1	4	
旬	1	2	6	
节能	2	6	15	
到	1	2	8	
耶路撒冷	4	11	43	
保罗	2	5	17	
从	1	2	4	
米利	2	3	13	
都	1	3	10	
打	1	2	5	
发	1	1	5	
人	1	1	2	
往	1	2	8	
以弗所	3	5	17	
去	1	2	5	
请	1	2	10	
教会	2	6	17	
的	1	2	8	
长	1	1	4	
老	1	2	6	
来	1	1	7	
他们	2	4	10	
来	1	1	7	
了	1	1	2	
保罗	2	5	17	
就	1	4	12	
说	1	4	9	
你们	2	5	12	
知道	2	4	22	
自从	2	4	10	
我	1	2	7	
到	1	2	8	
亚西亚	3	5	18	
的	1	2	8	
日子	2	2	7	
以来	2	3	11	
在	1	2	6	
你们	2	5	12	
中间	2	3	11	
始终	2	6	16	
为	1	1	4	
人	1	1	2	
如何	2	5	13	
服	1	2	8	
事主	2	5	13	
凡事	2	4	11	
谦卑	2	3	20	
眼中	2	3	15	
流泪	2	4	18	
又	1	1	2	
因	1	2	6	
犹太人	3	4	13	
的	1	2	8	
谋害	2	6	21	
经历	2	5	12	
试	1	3	8	
炼	1	2	9	
你们	2	5	12	
也	1	1	3	
知道	2	4	22	
凡	1	1	3	
与	1	2	3	
你们	2	5	12	
有益	2	4	16	
的	1	2	8	
我	1	2	7	
没有	2	3	13	
一	1	1	1	
样	1	2	10	
避讳	2	6	22	
不说	2	5	13	
的	1	2	8	
或	1	3	8	
在	1	2	6	
众人	2	4	8	
面前	2	8	18	
或	1	3	8	
在	1	2	6	
各	1	2	6	
人	1	1	2	
家里	2	3	17	
我	1	2	7	
都	1	3	10	
教导	2	5	17	
你们	2	5	12	
又	1	1	2	
对	1	2	5	
犹太人	3	4	13	
和	1	2	8	
希利尼	3	7	19	
人	1	1	2	
证明	2	4	15	
当	1	2	6	
向	1	2	6	
神	1	2	9	
悔改	2	5	17	
信	1	2	9	
靠	1	3	15	
我	1	2	7	
主	1	2	5	
耶稣	2	4	21	
基督	2	7	24	
现在	2	4	14	
我	1	2	7	
往	1	2	8	
耶路撒冷	4	11	43	
去	1	2	5	
心	1	1	4	
甚	1	1	9	
迫切	2	4	12	
原文	2	5	14	
作	1	2	7	
心	1	1	4	
被	1	2	10	
捆绑	2	7	19	
不	1	1	4	
知道	2	4	22	
在	1	2	6	
那里	2	3	13	
要	1	2	9	
遇见	2	3	16	
什么	2	3	7	
事	1	3	8	
但	1	3	7	
知道	2	4	22	
圣灵	2	4	12	
在	1	2	6	
各	1	2	6	
城里	2	3	16	
向	1	2	6	
我	1	2	7	
指	1	3	9	
证	1	2	7	
说	1	4	9	
有	1	1	6	
捆	1	4	10	
锁	1	3	12	
与	1	2	3	
患难	2	4	21	
等待	2	6	21	
我	1	2	7	
我	1	2	7	
却	1	2	7	
不	1	1	4	
以	1	2	4	
性命	2	5	16	
为	1	1	4	
念	1	2	8	
也	1	1	3	
不	1	1	4	
看	1	2	9	
为	1	1	4	
宝贵	2	4	17	
只要	2	4	14	
行	1	3	6	
完	1	3	7	
我	1	2	7	
的	1	2	8	
路程	2	6	25	
成就	2	5	18	
我	1	2	7	
从	1	2	4	
主	1	2	5	
耶稣	2	4	21	
所	1	2	8	
领受	2	5	19	
的	1	2	8	
职	1	3	11	
事	1	3	8	
证明	2	4	15	
神	1	2	9	
恩惠	2	6	22	
的	1	2	8	
福音	2	6	22	
我	1	2	7	
素常	2	5	21	
在	1	2	6	
你们	2	5	12	
中间	2	3	11	
来往	2	3	15	
传	1	2	6	
讲	1	2	6	
神	1	2	9	
国	1	3	8	
的	1	2	8	
道	1	2	14	
如今	2	3	10	
我	1	2	7	
晓得	2	7	21	
你们	2	5	12	
以后	2	5	10	
都	1	3	10	
不得	2	5	15	
再	1	1	6	
见	1	1	4	
我	1	2	7	
的	1	2	8	
面	1	5	9	
了	1	1	2	
所以	2	4	12	
我	1	2	7	
今日	2	2	8	
向	1	2	6	
你们	2	5	12	
证明	2	4	15	
你们	2	5	12	
中间	2	3	11	
无论	2	4	10	
何	1	3	7	
人	1	1	2	
死亡	2	4	9	
罪	1	2	13	
不	1	1	4	
在	1	2	6	
我	1	2	7	
身上	2	3	10	
原文	2	5	14	
作	1	2	7	
我	1	2	7	
于	1	1	3	
众人	2	4	8	
的	1	2	8	
血	1	2	6	
是	1	2	9	
洁净	2	5	17	
的	1	2	8	
因为	2	3	10	
神	1	2	9	
的	1	2	8	
旨意	2	4	19	
我	1	2	7	
并	1	1	6	
没有	2	3	13	
一	1	1	1	
样	1	2	10	
避讳	2	6	22	
不	1	1	4	
传	1	2	6	
给	1	4	9	
你们	2	5	12	
的	1	2	8	
圣灵	2	4	12	
立	1	2	5	
你们	2	5	12	
作	1	2	7	
全群	2	5	19	
的	1	2	8	
监督	2	7	23	
你们	2	5	12	
就	1	4	12	
当	1	2	6	
为	1	1	4	
自己	2	3	9	
谨慎	2	6	26	
也	1	1	3	
为	1	1	4	
全群	2	5	19	
谨慎	2	6	26	
牧	1	2	8	
养神	2	4	18	
的	1	2	8	
教会	2	6	17	
就	1	4	12	
是	1	2	9	
他	1	2	5	
用	1	2	5	
自己	2	3	9	
血	1	2	6	
所	1	2	8	
买	1	2	6	
来	1	1	7	
的	1	2	8	
或	1	3	8	
作	1	2	7	
救	1	2	11	
赎	1	3	12	
的	1	2	8	
我	1	2	7	
知道	2	4	22	
我	1	2	7	
去	1	2	5	
之后	2	4	9	
必	1	1	5	
有	1	1	6	
凶暴	2	6	19	
的	1	2	8	
豺狼	2	4	20	
进入	2	3	9	
你们	2	5	12	
中间	2	3	11	
不	1	1	4	
爱惜	2	6	21	
羊群	2	4	19	
就是	2	6	21	
你们	2	5	12	
中间	2	3	11	
也	1	1	3	
必	1	1	5	
有	1	1	6	
人	1	1	2	
起来	2	3	17	
说	1	4	9	
悖	1	4	10	
谬	1	4	13	
的话	2	4	16	
要	1	2	9	
引诱	2	5	13	
门徒	2	3	13	
跟	1	2	13	
从	1	2	4	
他们	2	4	10	
所以	2	4	12	
你们	2	5	12	
应当	2	4	13	
儆	1	5	14	
醒	1	3	16	
记念	2	4	13	
我	1	2	7	
三	1	3	3	
年	1	2	6	
之	1	1	3	
久	1	1	3	
昼夜	2	6	17	
不住	2	3	11	
地	1	2	6	
流泪	2	4	18	
劝戒	2	4	11	
你们	2	5	12	
各	1	2	6	
人	1	1	2	
如今	2	3	10	
我	1	2	7	
把	1	2	7	
你们	2	5	12	
交	1	2	6	
托	1	2	6	
神	1	2	9	
和	1	2	8	
他	1	2	5	
恩惠	2	6	22	
的	1	2	8	
道	1	2	14	
这	1	2	7	
道	1	2	14	
能	1	4	10	
建立	2	4	13	
你们	2	5	12	
叫	1	2	5	
你们	2	5	12	
和	1	2	8	
一切	2	3	5	
成圣	2	3	11	
的	1	2	8	
人	1	1	2	
同	1	3	6	
得	1	4	11	
基业	2	6	16	
我	1	2	7	
未曾	2	5	17	
贪图	2	6	16	
一个	2	2	4	
人	1	1	2	
的	1	2	8	
金	1	2	8	
银	1	2	11	
衣服	2	4	14	
我	1	2	7	
这	1	2	7	
两	1	1	7	
只	1	2	5	
手	1	1	4	
常	1	3	11	
供给	2	7	17	
我	1	2	7	
和	1	2	8	
同	1	3	6	
人	1	1	2	
的	1	2	8	
需	1	2	14	
用	1	2	5	
这	1	2	7	
是	1	2	9	
你们	2	5	12	
自己	2	3	9	
知道	2	4	22	
的	1	2	8	
我	1	2	7	
凡事	2	4	11	
给	1	4	9	
你们	2	5	12	
作	1	2	7	
榜样	2	4	24	
叫	1	2	5	
你	1	3	7	
们	1	2	5	
知道	2	4	22	
应当	2	4	13	
这样	2	4	17	
劳苦	2	5	15	
扶助	2	4	14	
软弱	2	6	19	
的	1	2	8	
人	1	1	2	
又	1	1	2	
当	1	2	6	
记念	2	4	13	
主	1	2	5	
耶稣	2	4	21	
的话	2	4	16	
说	1	4	9	
施比	2	4	13	
受	1	3	8	
更为	2	2	11	
有	1	1	6	
福	1	4	13	
保罗	2	5	17	
说	1	4	9	
完	1	3	7	
了	1	1	2	
这	1	2	7	
话	1	2	8	
就	1	4	12	
跪下	2	6	16	
同	1	3	6	
众人	2	4	8	
祷告	2	5	18	
众人	2	4	8	
痛哭	2	6	22	
抱	1	3	8	
着	1	2	11	
保罗	2	5	17	
的	1	2	8	
颈项	2	5	20	
和	1	2	8	
他	1	2	5	
亲	1	2	9	
嘴	1	4	16	
叫	1	2	5	
他们	2	4	10	
最	1	3	12	
伤心	2	4	10	
的	1	2	8	
就	1	4	12	
是	1	2	9	
他	1	2	5	
说	1	4	9	
以后	2	5	10	
不能	2	5	14	
再	1	1	6	
见	1	1	4	
我	1	2	7	
的	1	2	8	
面	1	5	9	
那	1	2	6	
句	1	2	5	
话	1	2	8	
于是	2	3	12	
送	1	3	9	
他	1	2	5	
上	1	2	3	
船	1	3	11	
去	1	2	5	
了	1	1	2	
我们	2	4	12	
离别	2	7	17	
了	1	1	2	
众人	2	4	8	
就	1	4	12	
开船	2	4	15	
一直	2	3	9	
行	1	3	6	
到	1	2	8	
哥士	2	5	13	
第二	2	5	13	
天	1	1	4	
到	1	2	8	
了	1	1	2	
罗底	2	4	16	
从	1	2	4	
那里	2	3	13	
到	1	2	8	
帕	1	2	8	
大	1	1	3	
喇	1	3	12	
遇见	2	3	16	
一	1	1	1	
只	1	2	5	
船	1	3	11	
要	1	2	9	
往	1	2	8	
腓	1	2	12	
尼基	2	5	16	
去	1	2	5	
就	1	4	12	
上	1	2	3	
船	1	3	11	
起	1	2	10	
行	1	3	6	
望见	2	4	15	
居	1	3	8	
比	1	1	4	
路	1	3	13	
就	1	4	12	
从	1	2	4	
南边	2	6	14	
行	1	3	6	
过	1	2	6	
往	1	2	8	
叙利亚	3	7	22	
去	1	2	5	
我们	2	4	12	
就	1	4	12	
在	1	2	6	
推	1	2	11	
罗	1	2	8	
上岸	2	5	12	
因为	2	3	10	
船	1	3	11	
要	1	2	9	
在	1	2	6	
那里	2	3	13	
卸货	2	5	17	
找	1	2	7	
着	1	2	11	
了	1	1	2	
门徒	2	3	13	
就	1	4	12	
在	1	2	6	
那里	2	3	13	
住	1	2	7	
了	1	1	2	
七	1	1	2	
天	1	1	4	
他们	2	4	10	
被	1	2	10	
圣灵	2	4	12	
感动	2	7	19	
对	1	2	5	
保罗	2	5	17	
说	1	4	9	
不要	2	3	13	
上	1	2	3	
耶路撒冷	4	11	43	
去	1	2	5	
过	1	2	6	
了	1	1	2	
这	1	2	7	
几	1	1	2	
天	1	1	4	
我们	2	4	12	
就	1	4	12	
起身	2	3	17	
前行	2	6	15	
他们	2	4	10	
众人	2	4	8	
同	1	3	6	
妻子	2	4	11	
儿女	2	2	5	
送	1	3	9	
我们	2	4	12	
到	1	2	8	
城外	2	4	14	
我们	2	4	12	
都	1	3	10	
跪	1	4	13	
在	1	2	6	
岸上	2	5	12	
祷告	2	5	18	
彼此	2	4	14	
辞别	2	5	20	
我们	2	4	12	
上	1	2	3	
了	1	1	2	
船	1	3	11	
他们	2	4	10	
就	1	4	12	
回家	2	5	16	
去	1	2	5	
了	1	1	2	
我们	2	4	12	
从	1	2	4	
推	1	2	11	
罗	1	2	8	
行	1	3	6	
尽	1	2	6	
了	1	1	2	
水路	2	4	17	
来到	2	3	15	
多利	2	4	13	
买	1	2	6	
就	1	4	12	
问	1	2	6	
那里	2	3	13	
的	1	2	8	
弟兄	2	4	12	
安	1	2	6	
和	1	2	8	
他们	2	4	10	
同	1	3	6	
住	1	2	7	
了	1	1	2	
一	1	1	1	
天	1	1	4	
第二	2	5	13	
天	1	1	4	
我们	2	4	12	
离开	2	5	14	
那里	2	3	13	
来到	2	3	15	
该	1	2	8	
撒	1	4	15	
利亚	2	4	13	
就	1	4	12	
进	1	2	7	
了	1	1	2	
传	1	2	6	
福音	2	6	22	
的	1	2	8	
腓	1	2	12	
利	1	2	7	
家里	2	3	17	
和	1	2	8	
他	1	2	5	
同	1	3	6	
住	1	2	7	
他	1	2	5	
是	1	2	9	
那	1	2	6	
七	1	1	2	
个	1	1	3	
执	1	2	14	
事	1	3	8	
里	1	1	7	
的	1	2	8	
一个	2	2	4	
他	1	2	5	
有	1	1	6	
四	1	3	5	
个	1	1	3	
女儿	2	2	5	
都	1	3	10	
是	1	2	9	
处女	2	3	8	
是	1	2	9	
说	1	4	9	
预言	2	6	17	
的	1	2	8	
我们	2	4	12	
在	1	2	6	
那里	2	3	13	
多	1	2	6	
住	1	2	7	
了	1	1	2	
几	1	1	2	
天	1	1	4	
有	1	1	6	
一个	2	2	4	
先知	2	4	14	
名叫	2	4	11	
亚迦布	3	7	19	
从	1	2	4	
犹太	2	3	11	
下来	2	3	10	
到	1	2	8	
了	1	1	2	
我们	2	4	12	
这里	2	3	14	
就	1	4	12	
拿	1	4	10	
保罗	2	5	17	
的	1	2	8	
腰带	2	6	22	
捆	1	4	10	
上	1	2	3	
自己	2	3	9	
的	1	2	8	
手脚	2	4	15	
说	1	4	9	
圣灵	2	4	12	
说	1	4	9	
犹太人	3	4	13	
在	1	2	6	
耶路撒冷	4	11	43	
要	1	2	9	
如此	2	4	12	
捆绑	2	7	19	
这	1	2	7	
腰带	2	6	22	
的	1	2	8	
主人	2	3	7	
把	1	2	7	
他	1	2	5	
交	1	2	6	
在	1	2	6	
外	1	2	5	
邦	1	2	6	
人	1	1	2	
手里	2	2	11	
我们	2	4	12	
和	1	2	8	
那	1	2	6	
本地	2	4	11	
的	1	2	8	
人	1	1	2	
听见	2	3	11	
这	1	2	7	
话	1	2	8	
都	1	3	10	
苦劝	2	5	12	
保罗	2	5	17	
不要	2	3	13	
上	1	2	3	
耶路撒冷	4	11	43	
去	1	2	5	
保罗	2	5	17	
说	1	4	9	
你们	2	5	12	
为什么	3	4	11	
这样	2	4	17	
痛哭	2	6	22	
使	1	2	8	
我	1	2	7	
心碎	2	6	17	
呢	1	3	8	
我	1	2	7	
为主	2	3	9	
耶稣	2	4	21	
的	1	2	8	
名	1	2	6	
不但	2	4	11	
被	1	2	10	
人	1	1	2	
捆绑	2	7	19	
就	1	4	12	
是	1	2	9	
死	1	3	6	
在	1	2	6	
耶路撒冷	4	11	43	
也	1	1	3	
是	1	2	9	
愿意	2	6	27	
的	1	2	8	
保罗	2	5	17	
既	1	2	9	
不	1	1	4	
听	1	2	7	
劝	1	2	4	
我们	2	4	12	
便	1	2	9	
住	1	2	7	
了	1	1	2	
口	1	1	3	
只	1	2	5	
说	1	4	9	
愿	1	4	14	
主	1	2	5	
的	1	2	8	
旨意	2	4	19	
成就	2	5	18	
便	1	2	9	
了	1	1	2	
过	1	2	6	
了	1	1	2	
几	1	1	2	
日	1	1	4	
我们	2	4	12	
收拾	2	6	15	
行李	2	5	13	
上	1	2	3	
耶路撒冷	4	11	43	
去	1	2	5	
有	1	1	6	
该	1	2	8	
撒	1	4	15	
利亚	2	4	13	
的	1	2	8	
几	1	1	2	
个	1	1	3	
门徒	2	3	13	
和	1	2	8	
我们	2	4	12	
同	1	3	6	
去	1	2	5	
带	1	3	9	
我们	2	4	12	
到	1	2	8	
一个	2	2	4	
久	1	1	3	
为	1	1	4	
久	1	1	3	
为	1	1	4	
或	1	3	8	
作	1	2	7	
老	1	2	6	
门徒	2	3	13	
的	1	2	8	
家里	2	3	17	
叫	1	2	5	
我们	2	4	12	
与	1	2	3	
他	1	2	5	
同	1	3	6	
住	1	2	7	
他	1	2	5	
名叫	2	4	11	
拿	1	4	10	
孙	1	2	6	
是	1	2	9	
居	1	3	8	
比	1	1	4	
路人	2	4	15	
到	1	2	8	
了	1	1	2	
耶路撒冷	4	11	43	
弟兄	2	4	12	
们	1	2	5	
欢欢喜喜	4	10	36	
地	1	2	6	
接待	2	6	20	
我们	2	4	12	
第二	2	5	13	
天	1	1	4	
保罗	2	5	17	
同	1	3	6	
我们	2	4	12	
去	1	2	5	
见	1	1	4	
雅	1	2	12	
各	1	2	6	
长老	2	3	10	
们	1	2	5	
也	1	1	3	
都	1	3	10	
在	1	2	6	
那里	2	3	13	
保罗	2	5	17	
问	1	2	6	
了	1	1	2	
他们	2	4	10	
安	1	2	6	
便	1	2	9	
将	1	3	9	
神	1	2	9	
用	1	2	5	
他	1	2	5	
传教	2	5	17	
在	1	2	6	
外	1	2	5	
邦	1	2	6	
人	1	1	2	
中间	2	3	11	
所	1	2	8	
行	1	3	6	
之	1	1	3	
事	1	3	8	
一一	2	2	2	
地	1	2	6	
述说	2	6	17	
了	1	1	2	
他们	2	4	10	
听见	2	3	11	
就	1	4	12	
归	1	2	5	
荣耀	2	5	29	
与	1	2	3	
神	1	2	9	
对	1	2	5	
保罗	2	5	17	
说	1	4	9	
兄	1	2	5	
台	1	2	5	
你	1	3	7	
看	1	2	9	
犹太人	3	4	13	
中信	2	3	13	
主	1	2	5	
的	1	2	8	
有	1	1	6	
多少	2	4	10	
万	1	1	3	
并且	2	2	11	
都	1	3	10	
为	1	1	4	
律	1	2	9	
法	1	2	8	
热心	2	4	14	
他们	2	4	10	
听	1	2	7	
见	1	1	4	
人	1	1	2	
说	1	4	9	
你	1	3	7	
教训	2	5	16	
一切	2	3	5	
在	1	2	6	
外	1	2	5	
邦	1	2	6	
的	1	2	8	
犹太人	3	4	13	
离	1	4	10	
弃	1	2	7	
摩西	2	3	21	
对	1	2	5	
他们	2	4	10	
说	1	4	9	
不要	2	3	13	
给	1	4	9	
孩子	2	3	12	
行	1	3	6	
割	1	4	12	
礼	1	2	5	
也	1	1	3	
不要	2	3	13	
遵行	2	7	21	
条规	2	4	15	
众人	2	4	8	
必	1	1	5	
听见	2	3	11	
你	1	3	7	
来	1	1	7	
了	1	1	2	
这	1	2	7	
可	1	2	5	
怎么	2	3	12	
办	1	1	4	
呢	1	3	8	
你	1	3	7	
就	1	4	12	
照着	2	6	24	
我们	2	4	12	
的	1	2	8	
话	1	2	8	
行	1	3	6	
吧	1	2	7	
我们	2	4	12	
这里	2	3	14	
有	1	1	6	
四	1	3	5	
个	1	1	3	
人	1	1	2	
都	1	3	10	
有	1	1	6	
愿	1	4	14	
在	1	2	6	
身	1	1	7	
你	1	3	7	
带	1	3	9	
他们	2	4	10	
去	1	2	5	
与	1	2	3	
他们	2	4	10	
一	1	1	1	
同行	2	6	12	
洁净	2	5	17	
的	1	2	8	
礼	1	2	5	
替	1	3	12	
他们	2	4	10	
拿	1	4	10	
出	1	2	5	
规费	2	4	17	
叫	1	2	5	
他们	2	4	10	
得以	2	6	15	
剃头	2	4	14	
这样	2	4	17	
众人	2	4	8	
就	1	4	12	
可	1	2	5	
知道	2	4	22	
先	1	2	6	
前	1	3	9	
所	1	2	8	
听见	2	3	11	
你	1	3	7	
的	1	2	8	
事	1	3	8	
都	1	3	10	
是	1	2	9	
虚	1	2	11	
的	1	2	8	
并	1	1	6	
可	1	2	5	
知道	2	4	22	
你	1	3	7	
自己	2	3	9	
为	1	1	4	
人	1	1	2	
循规蹈矩	4	11	44	
遵行	2	7	21	
律	1	2	9	
法	1	2	8	
至于	2	3	9	
信	1	2	9	
主	1	2	5	
的	1	2	8	
外	1	2	5	
邦	1	2	6	
人	1	1	2	
我们	2	4	12	
已经	2	4	11	
写信	2	5	14	
拟定	2	4	15	
叫	1	2	5	
他们	2	4	10	
谨	1	2	13	
忌	1	2	7	
那	1	2	6	
祭	1	2	11	
偶像	2	4	24	
之	1	1	3	
物	1	2	8	
和	1	2	8	
血	1	2	6	
并	1	1	6	
勒	1	2	11	
死	1	3	6	
的	1	2	8	
牲畜	2	4	19	
与	1	2	3	
奸淫	2	5	17	
于是	2	3	12	
保罗	2	5	17	
带	1	3	9	
着	1	2	11	
那	1	2	6	
四	1	3	5	
个	1	1	3	
人	1	1	2	
第二	2	5	13	
天	1	1	4	
与	1	2	3	
他们	2	4	10	
一	1	1	1	
同	1	3	6	
行	1	3	6	
了	1	1	2	
洁净	2	5	17	
的	1	2	8	
礼	1	2	5	
进	1	2	7	
了	1	1	2	
殿	1	4	13	
报	1	2	7	
明	1	2	8	
洁净	2	5	17	
的	1	2	8	
日期	2	4	16	
满足	2	5	20	
只	1	2	5	
等	1	3	12	
祭	1	2	11	
司	1	3	5	
为	1	1	4	
他们	2	4	10	
各人	2	3	8	
献	1	5	13	
祭	1	2	11	
那	1	2	6	
七日	2	2	6	
将	1	3	9	
完	1	3	7	
从	1	2	4	
亚西亚	3	5	18	
来	1	1	7	
的	1	2	8	
犹太人	3	4	13	
看见	2	3	13	
保罗	2	5	17	
在殿里	3	7	26	
就	1	4	12	
耸	1	3	10	
动	1	3	6	
了	1	1	2	
众人	2	4	8	
下	1	2	3	
手	1	1	4	
拿	1	4	10	
他	1	2	5	
喊叫	2	6	17	
说	1	4	9	
以色列	3	6	16	
人	1	1	2	
来	1	1	7	
帮助	2	5	16	
这	1	2	7	
就是	2	6	21	
在	1	2	6	
各处	2	4	11	
教训	2	5	16	
众人	2	4	8	
糟	1	3	17	
践	1	2	12	
我们	2	4	12	
百姓	2	4	14	
和	1	2	8	
律	1	2	9	
法	1	2	8	
并	1	1	6	
这	1	2	7	
地方	2	4	10	
的	1	2	8	
他	1	2	5	
又	1	1	2	
带	1	3	9	
着	1	2	11	
希利尼	3	7	19	
人	1	1	2	
进	1	2	7	
殿	1	4	13	
污秽	2	6	17	
了	1	1	2	
这	1	2	7	
圣地	2	4	11	
这	1	2	7	
话	1	2	8	
是	1	2	9	
因	1	2	6	
他们	2	4	10	
曾	1	4	12	
看见	2	3	13	
以弗所	3	5	17	
人	1	1	2	
特	1	3	10	
罗非	2	3	16	
摩	1	2	15	
同	1	3	6	
保罗	2	5	17	
在	1	2	6	
城里	2	3	16	
以为	2	3	8	
保罗	2	5	17	
带	1	3	9	
他	1	2	5	
进	1	2	7	
了	1	1	2	
殿	1	4	13	
合	1	3	6	
城	1	2	9	
都	1	3	10	
震动	2	5	21	
百姓	2	4	14	
一齐	2	3	7	
跑	1	3	12	
来	1	1	7	
拿	1	4	10	
住	1	2	7	
保罗	2	5	17	
拉	1	2	8	
他	1	2	5	
出	1	2	5	
殿	1	4	13	
殿	1	4	13	
门	1	1	3	
立刻	2	4	13	
都	1	3	10	
关	1	2	6	
了	1	1	2	
他们	2	4	10	
正	1	2	5	
想	1	3	13	
要	1	2	9	
杀	1	2	6	
他	1	2	5	
有人	2	2	8	
报信	2	4	16	
